ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT,,,,ÉMISSIONS DE CO2,INDICE,,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),DE CO2,,,
2016,FORD,MUSTANG CONVERTIBLE,SOUS-COMPACTE,2.3,4,AS6,X,11.6,8.0,10.0,28,234,5,,,
2016,FORD,MUSTANG CONVERTIBLE,SOUS-COMPACTE,5.0,8,AS6,X,15.4,10.0,13.0,22,304,4,,,
2016,FORD,SHELBY GT350 MUSTANG,SOUS-COMPACTE,5.2,8,M6,Z,16.9,11.0,14.2,20,334,3,,,
2016,FORD,T-150 WAGON,FOURGON - PASSAGER,3.5,6,AS6,X,16.1,12.7,14.6,19,342,3,,,
2016,FORD,T-150 WAGON FFV,FOURGON - PASSAGER,3.7,6,AS6,X,16.8,13.2,15.2,19,356,3,,,
2016,FORD,T-150 WAGON FFV,FOURGON - PASSAGER,3.7,6,AS6,E,23.1,18.6,21.0,13,345,3,,,
2016,FORD,TAURUS,GRANDE BERLINE,2.0,4,AS6,X,11.8,8.1,10.1,28,237,5,,,
2016,FORD,TAURUS FFV,GRANDE BERLINE,3.5,6,AS6,X,13.1,8.7,11.1,25,260,5,,,
2016,FORD,TAURUS FFV,GRANDE BERLINE,3.5,6,AS6,E,17.6,11.6,14.9,19,248,5,,,
2016,FORD,TAURUS AWD,GRANDE BERLINE,3.5,6,AS6,X,14.7,9.8,12.5,23,293,4,,,
2016,FORD,TAURUS FFV AWD,GRANDE BERLINE,3.5,6,AS6,X,13.6,9.8,12.4,23,291,4,,,
2016,FORD,TAURUS FFV AWD,GRANDE BERLINE,3.5,6,AS6,E,18.7,13.3,16.3,17,271,4,,,
2016,FORD,TRANSIT CONNECT VAN,VÉHICULE À USAGE SPÉCIAL,1.6,4,AS6,X,10.8,8.0,9.5,30,223,6,,,
2016,FORD,TRANSIT CONNECT VAN,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,11.9,8.6,10.4,27,243,5,,,
2016,FORD,TRANSIT CONNECT VAN FFV,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,11.9,8.6,10.4,27,243,5,,,
2016,FORD,TRANSIT CONNECT VAN FFV,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,E,16.1,11.8,14.2,20,233,5,,,
2016,FORD,TRANSIT CONNECT WAGON,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON FFV,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON FFV,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,E,16.8,12.0,14.6,19,240,5,,,
2016,FORD,TRANSIT CONNECT WAGON LWB,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,X,12.4,8.7,10.7,26,252,5,,,
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,VÉHICULE À USAGE SPÉCIAL,2.5,4,AS6,E,16.8,12.0,14.6,19,240,5,,,
2016,GMC,ACADIA,VUS - ORDINAIRE,3.6,6,A6,X,15.8,10.6,13.4,21,315,4,,,
2016,GMC,ACADIA AWD,VUS - ORDINAIRE,3.6,6,A6,X,16.1,10.8,13.7,21,323,3,,,
2016,GMC,CANYON,CAMIONNETTE - PETITE,2.5,4,A6,X,11.9,8.9,10.5,27,247,5,,,
2016,GMC,CANYON,CAMIONNETTE - PETITE,2.5,4,M6,X,12.2,9.1,10.8,26,253,5,,,
2016,GMC,CANYON,CAMIONNETTE - PETITE,2.8,4,A6,D,10.8,7.7,9.4,30,252,5,,,
2016,GMC,CANYON,CAMIONNETTE - PETITE,3.6,6,A6,X,13.0,9.2,11.3,25,265,5,,,
2016,GMC,CANYON 4WD,CAMIONNETTE - PETITE,2.5,4,A6,X,12.7,9.6,11.3,25,265,5,,,
2016,GMC,CANYON 4WD,CAMIONNETTE - PETITE,2.8,4,A6,D,12.0,8.2,10.3,27,277,4,,,
2016,GMC,CANYON 4WD,CAMIONNETTE - PETITE,3.6,6,A6,X,13.6,9.9,11.9,24,279,4,,,
2016,GMC,SAVANA 2500 PASSENGER,FOURGON - PASSAGER,6.0,8,A6,X,22.0,14.9,18.8,15,441,1,,,
2016,GMC,SAVANA 3500 PASSENGER,FOURGON - PASSAGER,6.0,8,A6,X,23.0,16.0,19.8,14,465,1,,,
2016,GMC,SIERRA,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,,,
2016,GMC,SIERRA,CAMIONNETTE - ORDINAIRE,6.2,8,A8,Z,16.1,11.4,14.0,20,327,3,,,
2016,GMC,SIERRA FFV,CAMIONNETTE - ORDINAIRE,4.3,6,A6,X,13.5,10.0,11.9,24,280,4,,,
2016,GMC,SIERRA FFV,CAMIONNETTE - ORDINAIRE,4.3,6,A6,E,19.3,14.4,17.1,17,284,4,,,
2016,GMC,SIERRA FFV,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,,,
2016,GMC,SIERRA FFV,CAMIONNETTE - ORDINAIRE,5.3,8,A6,E,19.9,14.0,17.2,16,286,4,,,
2016,GMC,SIERRA 4WD,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,15.0,10.7,13.1,22,307,4,,,
2016,GMC,SIERRA 4WD,CAMIONNETTE - ORDINAIRE,6.2,8,A8,Z,16.3,11.6,14.2,20,332,3,,,
2016,GMC,SIERRA 4WD FFV,CAMIONNETTE - ORDINAIRE,4.3,6,A6,X,14.2,10.7,12.6,22,296,4,,,
2016,GMC,SIERRA 4WD FFV,CAMIONNETTE - ORDINAIRE,4.3,6,A6,E,20.3,15.3,18.1,16,301,4,,,
2016,GMC,SIERRA 4WD FFV,CAMIONNETTE - ORDINAIRE,5.3,8,A6,X,15.0,10.7,13.1,22,306,4,,,
2016,GMC,SIERRA 4WD FFV,CAMIONNETTE - ORDINAIRE,5.3,8,A6,E,20.5,14.4,17.8,16,295,4,,,
2016,GMC,SIERRA eASSIST 4WD,CAMIONNETTE - ORDINAIRE,5.3,8,A8,X,14.4,11.2,13.0,22,304,4,,,
2016,GMC,TERRAIN,VUS - PETIT,2.4,4,A6,X,10.5,7.3,9.1,31,214,6,,,
2016,GMC,TERRAIN,VUS - PETIT,3.6,6,A6,X,14.2,9.5,12.1,23,285,4,,,
2016,GMC,TERRAIN FFV,VUS - PETIT,2.4,4,A6,X,10.5,7.3,9.1,31,214,6,,,
2016,GMC,TERRAIN FFV,VUS - PETIT,2.4,4,A6,E,15.6,10.8,13.4,21,221,6,,,
2016,GMC,TERRAIN AWD,VUS - PETIT,2.4,4,A6,X,11.5,8.2,10.0,28,235,5,,,
2016,GMC,TERRAIN AWD,VUS - PETIT,3.6,6,A6,X,14.9,10.1,12.8,22,300,4,,,
2016,GMC,YUKON,VUS - ORDINAIRE,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON FFV,VUS - ORDINAIRE,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON FFV,VUS - ORDINAIRE,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,,,
2016,GMC,YUKON 4WD,VUS - ORDINAIRE,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,,,
2016,GMC,YUKON 4WD,VUS - ORDINAIRE,6.2,8,A8,Z,15.9,11.1,13.8,20,323,3,,,
2016,GMC,YUKON 4WD FFV,VUS - ORDINAIRE,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,,,
2016,GMC,YUKON 4WD FFV,VUS - ORDINAIRE,5.3,8,A6,E,20.9,14.5,18.0,16,300,4,,,
2016,GMC,YUKON XL,VUS - ORDINAIRE,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON XL FFV,VUS - ORDINAIRE,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,,,
2016,GMC,YUKON XL FFV,VUS - ORDINAIRE,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,,,
2016,GMC,YUKON XL 4WD,VUS - ORDINAIRE,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,,,
2016,GMC,YUKON XL 4WD,VUS - ORDINAIRE,6.2,8,A8,Z,16.4,11.7,14.3,20,334,3,,,
2016,GMC,YUKON XL 4WD FFV,VUS - ORDINAIRE,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,,,
2016,GMC,YUKON XL 4WD FFV,VUS - ORDINAIRE,5.3,8,A6,E,22.2,15.3,19.1,15,317,3,,,
2016,HONDA,ACCORD,INTERMÉDIAIRE,2.4,4,M6,X,10.3,7.2,8.9,32,207,6,,,
2016,HONDA,ACCORD COUPE,INTERMÉDIAIRE,3.5,6,AS6,X,11.4,7.3,9.5,30,223,6,,,
2016,HONDA,ACCORD COUPE,INTERMÉDIAIRE,3.5,6,M6,X,12.9,8.3,10.9,26,253,5,,,
2016,HONDA,ACCORD SEDAN,INTERMÉDIAIRE,2.4,4,AV,X,8.6,6.4,7.6,37,177,7,,,
2016,HONDA,ACCORD SEDAN,INTERMÉDIAIRE,3.5,6,A6,X,11.3,7.0,9.4,30,219,6,,,
2016,HONDA,ACCORD SPORT,INTERMÉDIAIRE,2.4,4,AV7,X,9.1,6.8,8.0,35,187,7,,,
2016,HONDA,CIVIC COUPE,COMPACTE,1.5,4,AV,X,7.5,5.6,6.7,42,155,8,,,
2016,HONDA,CIVIC COUPE,COMPACTE,2.0,4,AV,X,7.8,5.8,6.9,41,162,8,,,
2016,HONDA,CIVIC COUPE,COMPACTE,2.0,4,M6,X,8.9,6.1,7.7,37,179,7,,,
2016,HONDA,CIVIC SEDAN,INTERMÉDIAIRE,1.5,4,AV,X,7.6,5.5,6.7,42,157,8,,,
2016,HONDA,CIVIC SEDAN,INTERMÉDIAIRE,2.0,4,AV,X,7.8,5.8,6.9,41,162,8,,,
2016,HONDA,CIVIC SEDAN,INTERMÉDIAIRE,2.0,4,M6,X,8.8,5.9,7.5,38,176,7,,,
2016,HONDA,CR-V,VUS - PETIT,2.4,4,AV,X,8.8,6.9,7.9,36,186,7,,,
2016,HONDA,CR-V AWD,VUS - PETIT,2.4,4,AV,X,9.5,7.5,8.6,33,202,6,,,
2016,HONDA,CR-Z,DEUX PLACES,1.5,4,AV7,X,7.0,6.4,6.8,42,157,8,,,
2016,HONDA,CR-Z,DEUX PLACES,1.5,4,M6,X,7.9,6.5,7.3,39,169,8,,,
2016,HONDA,FIT,FAMILIALE - PETITE,1.5,4,AV,X,7.0,5.7,6.4,44,150,8,,,
2016,HONDA,FIT,FAMILIALE - PETITE,1.5,4,AV7,X,7.3,6.1,6.8,42,158,8,,,
2016,HONDA,FIT,FAMILIALE - PETITE,1.5,4,M6,X,8.1,6.4,7.3,39,171,8,,,
2016,HONDA,HR-V,VUS - PETIT,1.8,4,AV,X,8.3,6.7,7.6,37,177,7,,,
2016,HONDA,HR-V,VUS - PETIT,1.8,4,AV7,X,8.3,6.7,7.6,37,177,7,,,
2016,HONDA,HR-V,VUS - PETIT,1.8,4,M6,X,9.3,7.0,8.3,34,193,7,,,
2016,HONDA,HR-V AWD,VUS - PETIT,1.8,4,AV,X,8.8,7.2,8.1,35,190,7,,,
2016,HONDA,HR-V AWD,VUS - PETIT,1.8,4,AV7,X,8.8,7.2,8.1,35,190,7,,,
2016,HONDA,ODYSSEY,FOURGONNETTE,3.5,6,A6,X,12.3,8.5,10.6,27,250,5,,,
2016,HONDA,PILOT,VUS - PETIT,3.5,6,A6,X,12.4,8.8,10.8,26,253,5,,,
2016,HONDA,PILOT AWD,VUS - PETIT,3.5,6,A6,X,13.0,9.3,11.3,25,265,5,,,
2016,HONDA,PILOT AWD,VUS - PETIT,3.5,6,AS9,X,12.4,9.3,11.0,26,257,5,,,
2016,HYUNDAI,ACCENT,COMPACTE,1.6,4,AS6,X,8.9,6.3,7.7,37,179,7,,,
2016,HYUNDAI,ACCENT,COMPACTE,1.6,4,M6,X,8.7,6.3,7.6,37,176,7,,,
2016,HYUNDAI,ELANTRA,INTERMÉDIAIRE,1.8,4,AS6,X,8.5,6.3,7.5,38,176,7,,,
2016,HYUNDAI,ELANTRA,INTERMÉDIAIRE,1.8,4,M6,X,8.8,6.4,7.7,37,180,7,,,
2016,HYUNDAI,ELANTRA,INTERMÉDIAIRE,2.0,4,AS6,X,9.7,6.7,8.3,34,194,7,,,
2016,HYUNDAI,ELANTRA,INTERMÉDIAIRE,2.0,4,M6,X,9.8,7.0,8.5,33,198,7,,,
2016,HYUNDAI,ELANTRA GT,INTERMÉDIAIRE,2.0,4,AS6,X,9.8,7.2,8.6,33,203,6,,,
2016,HYUNDAI,ELANTRA GT,INTERMÉDIAIRE,2.0,4,M6,X,9.8,7.1,8.6,33,202,6,,,
2016,HYUNDAI,EQUUS,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,312,4,,,
2016,HYUNDAI,GENESIS AWD,GRANDE BERLINE,3.8,6,AS8,X,14.4,9.4,12.1,23,285,4,,,
2016,HYUNDAI,GENESIS AWD,GRANDE BERLINE,5.0,8,AS8,Z,17.3,10.5,14.2,20,332,3,,,
2016,HYUNDAI,GENESIS COUPE,SOUS-COMPACTE,3.8,6,AS8,Z,14.4,9.5,12.2,23,284,4,,,
2016,HYUNDAI,GENESIS COUPE,SOUS-COMPACTE,3.8,6,M6,Z,14.1,9.6,12.1,23,283,4,,,
2016,HYUNDAI,SANTA FE,VUS - PETIT,3.3,6,AS6,X,12.9,9.4,11.3,25,265,5,,,
2016,HYUNDAI,SANTA FE AWD,VUS - PETIT,3.3,6,AS6,X,13.0,9.7,11.5,25,269,5,,,
2016,HYUNDAI,SANTA FE SPORT,VUS - PETIT,2.4,4,AS6,X,11.7,8.7,10.3,27,239,5,,,
2016,HYUNDAI,SANTA FE SPORT AWD,VUS - PETIT,2.0,4,AS6,X,12.9,9.7,11.5,25,266,5,,,
2016,HYUNDAI,SANTA FE SPORT AWD,VUS - PETIT,2.4,4,AS6,X,12.5,9.3,11.1,25,257,5,,,
2016,HYUNDAI,SANTA FE ULTIMATE AWD,VUS - PETIT,3.3,6,AS6,X,13.9,10.8,12.5,23,295,4,,,
2016,HYUNDAI,SONATA,GRANDE BERLINE,2.0,4,AS6,X,10.4,7.4,9.1,31,214,6,,,
2016,HYUNDAI,SONATA,GRANDE BERLINE,2.4,4,AS6,X,9.4,6.5,8.1,35,191,7,,,
2016,HYUNDAI,SONATA SPORT/LIMITED,GRANDE BERLINE,2.4,4,AS6,X,10.0,7.0,8.6,33,204,6,,,
2016,HYUNDAI,SONATA HYBRID,INTERMÉDIAIRE,2.0,4,AM6,X,5.9,5.3,5.6,50,133,9,,,
2016,HYUNDAI,SONATA HYBRID LIMITED,INTERMÉDIAIRE,2.0,4,AM6,X,6.0,5.5,5.8,49,136,9,,,
2016,HYUNDAI,TUCSON,VUS - PETIT,2.0,4,AS6,X,10.1,7.6,9.0,31,211,6,,,
2016,HYUNDAI,TUCSON AWD,VUS - PETIT,1.6,4,AM7,X,9.9,8.4,9.2,31,219,6,,,
2016,HYUNDAI,TUCSON AWD,VUS - PETIT,2.0,4,AS6,X,11.0,9.0,10.1,28,240,5,,,
2016,HYUNDAI,VELOSTER,COMPACTE,1.6,4,AM6,X,8.3,6.5,7.5,38,177,7,,,
2016,HYUNDAI,VELOSTER,COMPACTE,1.6,4,M6,X,8.8,6.7,7.8,36,186,7,,,
2016,HYUNDAI,VELOSTER TURBO,COMPACTE,1.6,4,AM6,X,8.9,7.1,8.1,35,191,7,,,
2016,HYUNDAI,VELOSTER TURBO,COMPACTE,1.6,4,M6,X,9.4,7.0,8.3,34,197,7,,,
2016,INFINITI,Q50,INTERMÉDIAIRE,2.0,4,AS7,Z,10.2,7.7,9.1,31,214,6,,,
2016,INFINITI,Q50,INTERMÉDIAIRE,3.0,6,AS7,Z,12.1,8.1,10.3,27,242,5,,,
2016,INFINITI,Q50 AWD,INTERMÉDIAIRE,2.0,4,AS7,Z,10.6,8.4,9.6,29,226,5,,,
2016,INFINITI,Q50 AWD,INTERMÉDIAIRE,3.0,6,AS7,Z,12.3,8.5,10.6,27,249,5,,,
2016,INFINITI,Q50S AWD,INTERMÉDIAIRE,3.0,6,AS7,Z,12.9,9.0,11.1,25,262,5,,,
2016,INFINITI,Q50S RED SPORT,INTERMÉDIAIRE,3.0,6,AS7,Z,11.8,8.8,10.5,27,247,5,,,
2016,INFINITI,Q50S RED SPORT AWD,INTERMÉDIAIRE,3.0,6,AS7,Z,12.3,9.1,10.8,26,256,5,,,
2016,INFINITI,Q50 HYBRID,COMPACTE,3.5,6,AS7,Z,8.4,6.9,7.7,37,181,7,,,
2016,INFINITI,Q50 HYBRID AWD,COMPACTE,3.5,6,AS7,Z,8.7,7.6,8.2,34,193,7,,,
2016,INFINITI,Q70 AWD,INTERMÉDIAIRE,3.7,6,AS7,Z,13.2,9.7,11.6,24,274,4,,,
2016,INFINITI,Q70 AWD,INTERMÉDIAIRE,5.6,8,AS7,Z,14.9,10.2,12.8,22,300,4,,,
2016,INFINITI,Q70 HYBRID,INTERMÉDIAIRE,3.5,6,AS7,Z,8.0,6.9,7.5,38,177,7,,,
2016,INFINITI,QX50 AWD,FAMILIALE - PETITE,3.7,6,AS7,Z,13.7,9.7,11.9,24,279,4,,,
2016,INFINITI,QX60,VUS - PETIT,3.5,6,AV7,Z,11.8,8.5,10.3,27,242,5,,,
2016,INFINITI,QX60 AWD,VUS - PETIT,3.5,6,AV7,Z,12.2,8.9,10.7,26,252,5,,,
2016,INFINITI,QX60 HYBRID AWD,VUS - ORDINAIRE,2.5,4,AV7,X,8.9,8.4,8.7,32,204,6,,,
2016,INFINITI,QX70 AWD,VUS - PETIT,3.7,6,AS7,Z,14.5,10.7,12.8,22,301,4,,,
2016,INFINITI,QX80 4WD,VUS - ORDINAIRE,5.6,8,AS7,Z,17.4,12.2,15.1,19,354,3,,,
2016,JAGUAR,F-TYPE CONVERTIBLE,DEUX PLACES,3.0,6,AS8,Z,12.1,8.5,10.5,27,246,5,,,
2016,JAGUAR,F-TYPE CONVERTIBLE,DEUX PLACES,3.0,6,M6,Z,14.9,9.8,12.6,22,296,4,,,
2016,JAGUAR,F-TYPE COUPE,DEUX PLACES,3.0,6,AS8,Z,12.1,8.5,10.5,27,246,5,,,
2016,JAGUAR,F-TYPE COUPE,DEUX PLACES,3.0,6,M6,Z,14.9,9.8,12.6,22,296,4,,,
2016,JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,DEUX PLACES,5.0,8,AS8,Z,15.0,10.2,12.8,22,302,4,,,
2016,JAGUAR,F-TYPE R AWD CONVERTIBLE,DEUX PLACES,5.0,8,AS8,Z,15.7,10.4,13.3,21,311,4,,,
2016,JAGUAR,F-TYPE R AWD COUPE,DEUX PLACES,5.0,8,AS6,Z,15.7,10.4,13.3,21,311,4,,,
2016,JAGUAR,F-TYPE S CONVERTIBLE,DEUX PLACES,3.0,6,AS8,Z,12.5,8.7,10.8,26,254,5,,,
2016,JAGUAR,F-TYPE S CONVERTIBLE,DEUX PLACES,3.0,6,M6,Z,15.3,9.9,12.9,22,302,4,,,
2016,JAGUAR,F-TYPE S CONVERTIBLE AWD,DEUX PLACES,3.0,6,AS8,Z,13.0,9.1,11.3,25,264,5,,,
2016,JAGUAR,F-TYPE S COUPE,DEUX PLACES,3.0,6,AS8,Z,12.5,8.7,10.8,26,254,5,,,
2016,JAGUAR,F-TYPE S COUPE,DEUX PLACES,3.0,6,M6,Z,15.3,9.9,12.9,22,302,4,,,
2016,JAGUAR,F-TYPE S COUPE AWD,DEUX PLACES,3.0,6,AS8,Z,13.0,9.1,11.3,25,264,5,,,
2016,JAGUAR,XF AWD ,INTERMÉDIAIRE,3.0,6,AS8,Z,11.9,8.3,10.3,27,241,5,,,
2016,JAGUAR,XJ R-SPORT 3.0 AWD,GRANDE BERLINE,3.0,6,AS8,Z,14.0,8.9,11.7,24,275,4,,,
2016,JAGUAR,XJL 3.0 AWD PORTFOLIO,GRANDE BERLINE,3.0,6,AS8,Z,14.1,9.3,11.9,24,279,4,,,
2016,JAGUAR,XJR,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313,4,,,
2016,JAGUAR,XJR LWB,GRANDE BERLINE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313,4,,,
2016,JEEP,CHEROKEE,VUS - PETIT,2.4,4,A9,X,10.9,7.7,9.5,30,223,6,,,
2016,JEEP,CHEROKEE FFV,VUS - PETIT,2.4,4,A9,X,10.9,7.7,9.5,30,223,6,,,
2016,JEEP,CHEROKEE FFV,VUS - PETIT,2.4,4,A9,E,15.2,10.2,12.9,22,213,6,,,
2016,JEEP,CHEROKEE,VUS - PETIT,3.2,6,A9,X,11.4,8.1,9.9,29,233,5,,,
2016,JEEP,CHEROKEE 4X4,VUS - PETIT,2.4,4,A9,X,11.3,8.3,10.0,28,233,5,,,
2016,JEEP,CHEROKEE 4X4 FFV,VUS - PETIT,2.4,4,A9,X,11.3,8.3,10.0,28,233,5,,,
2016,JEEP,CHEROKEE 4X4 FFV,VUS - PETIT,2.4,4,A9,E,15.9,11.0,13.7,21,226,5,,,
2016,JEEP,CHEROKEE 4X4,VUS - PETIT,3.2,6,A9,X,11.6,8.5,10.2,28,240,5,,,
2016,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,VUS - PETIT,2.4,4,A9,X,11.4,8.6,10.1,28,238,5,,,
2016,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,VUS - PETIT,3.2,6,A9,X,12.5,8.9,10.9,26,256,5,,,
2016,JEEP,CHEROKEE TRAILHAWK 4X4,VUS - PETIT,2.4,4,A9,X,12.1,9.4,10.9,26,255,5,,,
2016,JEEP,CHEROKEE TRAILHAWK 4X4,VUS - PETIT,3.2,6,A9,X,12.2,9.0,10.8,26,253,5,,,
2016,JEEP,COMPASS,VUS - PETIT,2.0,4,AV,X,10.8,8.9,10.0,28,234,5,,,
2016,JEEP,COMPASS,VUS - PETIT,2.0,4,M5,X,10.3,7.8,9.2,31,214,6,,,
2016,JEEP,COMPASS,VUS - PETIT,2.4,4,A6,X,11.2,8.6,10.0,28,235,5,,,
2016,JEEP,COMPASS,VUS - PETIT,2.4,4,M5,X,10.2,8.2,9.3,30,218,6,,,
2016,JEEP,COMPASS 4X4,VUS - PETIT,2.4,4,A6,X,11.7,9.1,10.5,27,248,5,,,
2016,JEEP,COMPASS 4X4,VUS - PETIT,2.4,4,M5,X,10.6,8.6,9.7,29,228,5,,,
2016,JEEP,COMPASS 4X4 TRAIL RATED,VUS - PETIT,2.4,4,AV,X,11.7,10.3,11.1,25,259,5,,,
2016,JEEP,GRAND CHEROKEE 4X4,VUS - ORDINAIRE,3.6,6,A8,X,12.8,9.5,11.3,25,265,5,,,
2016,JEEP,GRAND CHEROKEE 4X4 (MDS),VUS - ORDINAIRE,5.7,8,A8,X,16.7,10.7,14.0,20,329,3,,,
2016,JEEP,GRAND CHEROKEE 4X4 DIESEL,VUS - ORDINAIRE,3.0,6,A8,D,11.2,8.4,9.9,29,267,5,,,
2016,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),VUS - ORDINAIRE,6.4,8,A8,Z,18.5,12.6,15.8,18,370,2,,,
2016,JEEP,PATRIOT,VUS - PETIT,2.0,4,AV,X,10.8,8.9,10.0,28,234,5,,,
2016,JEEP,PATRIOT,VUS - PETIT,2.0,4,M5,X,10.3,7.8,9.2,31,214,6,,,
2016,JEEP,PATRIOT,VUS - PETIT,2.4,4,A6,X,11.2,8.6,10.0,28,235,5,,,
2016,JEEP,PATRIOT,VUS - PETIT,2.4,4,M5,X,10.2,8.2,9.3,30,218,6,,,
2016,JEEP,PATRIOT 4X4,VUS - PETIT,2.4,4,A6,X,11.7,9.1,10.5,27,248,5,,,
2016,JEEP,PATRIOT 4X4,VUS - PETIT,2.4,4,M5,X,10.6,8.6,9.7,29,228,5,,,
2016,JEEP,PATRIOT 4X4 TRAIL RATED,VUS - PETIT,2.4,4,AV,X,11.7,10.3,11.1,25,259,5,,,
2016,JEEP,RENEGADE,VUS - PETIT,1.4,4,M6,X,9.9,7.5,8.8,32,207,6,,,
2016,JEEP,RENEGADE FFV,VUS - PETIT,2.4,4,A9,X,10.8,7.7,9.4,30,220,6,,,
2016,JEEP,RENEGADE FFV,VUS - PETIT,2.4,4,A9,E,14.2,9.9,12.2,23,201,6,,,
2016,JEEP,RENEGADE 4X4,VUS - PETIT,1.4,4,M6,X,9.9,7.5,8.8,32,203,6,,,
2016,JEEP,RENEGADE 4X4,VUS - PETIT,2.4,4,A9,X,11.2,8.0,9.8,29,229,5,,,
2016,JEEP,WRANGLER 4X4,VUS - PETIT,3.6,6,A5,X,14.1,11.1,12.8,22,299,4,,,
2016,JEEP,WRANGLER 4X4,VUS - PETIT,3.6,6,M6,X,14.2,11.0,12.8,22,299,4,,,
2016,JEEP,WRANGLER UNLIMITED 4X4,VUS - PETIT,3.6,6,A5,X,14.8,11.7,13.4,21,314,4,,,
2016,JEEP,WRANGLER UNLIMITED 4X4,VUS - PETIT,3.6,6,M6,X,15.0,11.4,13.4,21,312,4,,,
2016,KIA,CADENZA,GRANDE BERLINE,3.3,6,AS6,X,12.7,8.4,10.7,26,251,5,,,
2016,KIA,FORTE,INTERMÉDIAIRE,1.8,4,AS6,X,8.9,6.1,7.6,37,179,7,,,
2016,KIA,FORTE,INTERMÉDIAIRE,1.8,4,M6,X,9.3,6.3,7.9,36,186,7,,,
2016,KIA,FORTE,INTERMÉDIAIRE,2.0,4,AS6,X,9.7,6.7,8.3,34,196,7,,,
2016,KIA,FORTE,INTERMÉDIAIRE,2.0,4,M6,X,9.8,6.9,8.5,33,198,7,,,
2016,KIA,FORTE 5,GRANDE BERLINE,1.6,4,AS6,X,11.1,8.0,9.7,29,228,5,,,
2016,KIA,FORTE 5,GRANDE BERLINE,1.6,4,M6,X,11.1,8.2,9.8,29,227,5,,,
2016,KIA,FORTE 5,GRANDE BERLINE,2.0,4,AS6,X,9.5,7.2,8.5,33,199,7,,,
2016,KIA,FORTE 5,GRANDE BERLINE,2.0,4,M6,X,9.7,6.9,8.4,34,197,7,,,
2016,KIA,FORTE KOUP,COMPACTE,1.6,4,AS6,X,10.6,7.8,9.4,30,218,6,,,
2016,KIA,FORTE KOUP,COMPACTE,1.6,4,M6,X,10.8,8.1,9.6,29,222,6,,,
2016,KIA,FORTE KOUP,COMPACTE,2.0,4,AS6,X,9.7,7.1,8.6,33,200,7,,,
2016,KIA,FORTE KOUP,COMPACTE,2.0,4,M6,X,10.0,7.4,8.8,32,206,6,,,
2016,KIA,K900,GRANDE BERLINE,3.8,6,AS8,X,13.9,9.2,11.8,24,278,4,,,
2016,KIA,K900,GRANDE BERLINE,5.0,8,AS8,X,15.6,10.6,13.4,21,318,3,,,
2016,KIA,OPTIMA,GRANDE BERLINE,1.6,4,AM7,X,8.4,6.1,7.4,38,175,8,,,
2016,KIA,OPTIMA,GRANDE BERLINE,2.0,4,AS6,X,10.9,7.4,9.3,30,222,6,,,
2016,KIA,OPTIMA,GRANDE BERLINE,2.4,4,AS6,X,9.4,6.5,8.1,35,193,7,,,
