ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT,,,,ÉMISSIONS DE CO2,INDICE,,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),DE CO2,,,
2016,MITSUBISHI,OUTLANDER 4WD,VUS - PETIT,2.4,4,AV6,X,9.7,8.1,9.0,31,207,6,,,
2016,MITSUBISHI,OUTLANDER 4WD,VUS - PETIT,3.0,6,AS6,Z,11.9,8.5,10.4,27,238,5,,,
2016,MITSUBISHI,RVR,VUS - PETIT,2.0,4,AV6,X,9.6,7.6,8.7,32,202,6,,,
2016,MITSUBISHI,RVR,VUS - PETIT,2.0,4,M5,X,10.3,8.0,9.3,30,214,6,,,
2016,MITSUBISHI,RVR 4WD,VUS - PETIT,2.4,4,AV6,X,10.5,8.6,9.6,29,223,6,,,
2016,NISSAN,370Z,DEUX PLACES,3.7,6,AS7,Z,12.6,9.2,11.1,25,260,5,,,
2016,NISSAN,370Z,DEUX PLACES,3.7,6,M6,Z,13.3,9.3,11.5,25,269,5,,,
2016,NISSAN,370Z ROADSTER,DEUX PLACES,3.7,6,AS7,Z,13.1,9.6,11.5,25,270,5,,,
2016,NISSAN,370Z ROADSTER,DEUX PLACES,3.7,6,M6,Z,13.6,9.7,11.8,24,278,4,,,
2016,NISSAN,ALTIMA,INTERMÉDIAIRE,2.5,4,AV,X,8.7,6.0,7.5,38,176,7,,,
2016,NISSAN,ALTIMA 3.5,INTERMÉDIAIRE,3.5,6,AV7,X,10.3,7.4,9.0,31,212,6,,,
2016,NISSAN,ALTIMA SR,INTERMÉDIAIRE,2.5,4,AV7,X,8.9,6.3,7.7,37,181,7,,,
2016,NISSAN,FRONTIER,CAMIONNETTE - PETITE,2.5,4,A5,X,13.6,10.4,12.1,23,285,4,,,
2016,NISSAN,FRONTIER,CAMIONNETTE - PETITE,2.5,4,M5,X,12.2,10.2,11.3,25,266,5,,,
2016,NISSAN,FRONTIER,CAMIONNETTE - PETITE,4.0,6,A5,X,14.8,10.3,12.7,22,300,4,,,
2016,NISSAN,FRONTIER 4WD,CAMIONNETTE - PETITE,4.0,6,A5,X,15.7,11.3,13.7,21,322,3,,,
2016,NISSAN,FRONTIER 4WD,CAMIONNETTE - PETITE,4.0,6,M6,X,15.0,11.2,13.3,21,313,4,,,
2016,NISSAN,GT-R,SOUS-COMPACTE,3.8,6,AM6,Z,14.3,10.5,12.6,22,294,4,,,
2016,NISSAN,JUKE,FAMILIALE - PETITE,1.6,4,AV7,Z,8.5,7.2,7.9,36,186,7,,,
2016,NISSAN,JUKE,FAMILIALE - PETITE,1.6,4,M6,Z,8.5,6.9,7.8,36,183,7,,,
2016,NISSAN,JUKE AWD,FAMILIALE - PETITE,1.6,4,AV7,Z,8.8,7.5,8.2,34,194,7,,,
2016,NISSAN,JUKE NISMO RS,FAMILIALE - PETITE,1.6,4,M6,Z,8.9,7.5,8.3,34,194,7,,,
2016,NISSAN,JUKE NISMO RS AWD,FAMILIALE - PETITE,1.6,4,AV8,Z,9.4,8.1,8.8,32,208,6,,,
2016,NISSAN,MAXIMA,INTERMÉDIAIRE,3.5,6,AV7,Z,10.9,7.8,9.5,30,223,6,,,
2016,NISSAN,MICRA,COMPACTE,1.6,4,A4,X,8.8,6.6,7.8,36,184,7,,,
2016,NISSAN,MICRA,COMPACTE,1.6,4,M5,X,8.6,6.6,7.7,37,182,7,,,
2016,NISSAN,MURANO,FAMILIALE - INTERMÉDIAIRE,3.5,6,AV7,X,11.0,8.2,9.8,29,230,5,,,
2016,NISSAN,MURANO AWD,FAMILIALE - INTERMÉDIAIRE,3.5,6,AV7,X,11.2,8.3,9.9,29,232,5,,,
2016,NISSAN,NV200 CARGO VAN,VÉHICULE À USAGE SPÉCIAL,2.0,4,AV,X,9.7,9.0,9.4,30,220,6,,,
2016,NISSAN,PATHFINDER,VUS - PETIT,3.5,6,AV,X,11.9,8.6,10.4,27,245,5,,,
2016,NISSAN,PATHFINDER 4WD,VUS - PETIT,3.5,6,AV,X,12.1,8.9,10.7,26,251,5,,,
2016,NISSAN,PATHFINDER 4WD PLATINUM,VUS - PETIT,3.5,6,AV,X,12.7,9.0,11.0,26,258,5,,,
2016,NISSAN,ROGUE,VUS - PETIT,2.5,4,AV,X,9.1,7.1,8.2,34,194,7,,,
2016,NISSAN,ROGUE AWD,VUS - PETIT,2.5,4,AV,X,9.5,7.4,8.6,33,201,7,,,
2016,NISSAN,SENTRA,INTERMÉDIAIRE,1.8,4,AV,X,8.0,6.1,7.2,39,167,8,,,
2016,NISSAN,SENTRA,INTERMÉDIAIRE,1.8,4,M6,X,8.9,6.6,7.9,36,184,7,,,
2016,NISSAN,VERSA,INTERMÉDIAIRE,1.6,4,AV,X,7.5,6.0,6.8,42,161,8,,,
2016,NISSAN,VERSA,INTERMÉDIAIRE,1.6,4,M5,X,8.6,6.5,7.6,37,179,7,,,
2016,PORSCHE,911 CARRERA,MINICOMPACTE,3.4,6,AM7,Z,11.6,8.4,10.1,28,238,5,,,
2016,PORSCHE,911 CARRERA,MINICOMPACTE,3.4,6,M7,Z,12.3,8.6,10.6,27,249,5,,,
2016,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACTE,3.4,6,AM7,Z,11.5,8.4,10.1,28,236,5,,,
2016,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACTE,3.4,6,M7,Z,12.3,8.7,10.7,26,251,5,,,
2016,PORSCHE,911 CARRERA GTS,MINICOMPACTE,3.8,6,AM7,Z,12.7,9.0,11.0,26,259,5,,,
2016,PORSCHE,911 CARRERA GTS,MINICOMPACTE,3.8,6,M7,Z,12.9,9.0,11.2,25,262,5,,,
2016,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACTE,3.8,6,AM7,Z,12.7,9.2,11.1,25,260,5,,,
2016,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACTE,3.8,6,M7,Z,13.4,9.3,11.6,24,272,4,,,
2016,PORSCHE,911 CARRERA S,MINICOMPACTE,3.8,6,AM7,Z,11.9,8.7,10.5,27,245,5,,,
2016,PORSCHE,911 CARRERA S,MINICOMPACTE,3.8,6,M7,Z,12.4,8.7,10.7,26,252,5,,,
2016,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACTE,3.8,6,AM7,Z,12.2,8.7,10.6,27,250,5,,,
2016,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACTE,3.8,6,M7,Z,12.5,8.9,10.9,26,255,5,,,
2016,PORSCHE,911 CARRERA 4,MINICOMPACTE,3.4,6,AM7,Z,11.7,8.5,10.2,28,240,5,,,
2016,PORSCHE,911 CARRERA 4,MINICOMPACTE,3.4,6,M7,Z,12.3,8.7,10.7,26,251,5,,,
2016,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACTE,3.4,6,AM7,Z,11.9,8.8,10.5,27,246,5,,,
2016,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACTE,3.4,6,M7,Z,12.5,9.0,10.9,26,257,5,,,
2016,PORSCHE,911 CARRERA 4 GTS,MINICOMPACTE,3.8,6,AM7,Z,12.7,9.2,11.1,25,260,5,,,
2016,PORSCHE,911 CARRERA 4 GTS,MINICOMPACTE,3.8,6,M7,Z,13.0,9.2,11.3,25,265,5,,,
2016,PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACTE,3.8,6,AM7,Z,13.1,9.4,11.4,25,268,5,,,
2016,PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACTE,3.8,6,M7,Z,13.4,9.3,11.6,24,272,4,,,
2016,PORSCHE,911 CARRERA 4S,MINICOMPACTE,3.8,6,AM7,Z,12.2,8.9,10.7,26,251,5,,,
2016,PORSCHE,911 CARRERA 4S,MINICOMPACTE,3.8,6,M7,Z,12.7,8.9,11.0,26,258,5,,,
2016,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACTE,3.8,6,AM7,Z,12.5,9.1,11.0,26,257,5,,,
2016,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACTE,3.8,6,M7,Z,12.9,9.2,11.2,25,262,5,,,
2016,PORSCHE,911 GT3,DEUX PLACES,3.8,6,AM7,Z,16.0,11.5,14.0,20,329,3,,,
2016,PORSCHE,911 GT3RS,DEUX PLACES,4.0,6,AM7,Z,16.3,11.8,14.3,20,334,3,,,
2016,PORSCHE,911 TARGA 4,MINICOMPACTE,3.4,6,AM7,Z,12.3,8.9,10.8,26,253,5,,,
2016,PORSCHE,911 TARGA 4,MINICOMPACTE,3.4,6,M7,Z,12.9,9.0,11.1,25,261,5,,,
2016,PORSCHE,911 TARGA 4S,MINICOMPACTE,3.8,6,AM7,Z,12.8,9.3,11.2,25,260,5,,,
2016,PORSCHE,911 TARGA 4S,MINICOMPACTE,3.8,6,M7,Z,13.1,9.2,11.4,25,267,5,,,
2016,PORSCHE,911 TURBO,MINICOMPACTE,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,4,,,
2016,PORSCHE,911 TURBO CABRIOLET,MINICOMPACTE,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,4,,,
2016,PORSCHE,911 TURBO S,MINICOMPACTE,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,4,,,
2016,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACTE,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,4,,,
2016,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,AM7,Z,10.7,7.4,9.2,31,217,6,,,
2016,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,M6,Z,11.5,7.9,9.9,29,232,5,,,
2016,PORSCHE,BOXSTER GTS,DEUX PLACES,3.4,6,AM7,Z,10.9,7.7,9.5,30,222,6,,,
2016,PORSCHE,BOXSTER GTS,DEUX PLACES,3.4,6,M6,Z,12.1,8.9,10.7,26,250,5,,,
2016,PORSCHE,BOXSTER S,DEUX PLACES,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,5,,,
2016,PORSCHE,BOXSTER S,DEUX PLACES,3.4,6,M6,Z,11.9,8.6,10.4,27,245,5,,,
2016,PORSCHE,BOXSTER SPYDER,DEUX PLACES,3.8,6,M6,Z,13.1,9.9,11.6,24,272,4,,,
2016,PORSCHE,CAYENNE,VUS - ORDINAIRE,3.6,6,A8,Z,13.5,9.7,11.8,24,277,4,,,
2016,PORSCHE,CAYENNE DIESEL (modifié),VUS - ORDINAIRE,3.0,6,A8,D,11.2,8.4,9.8,29,270,5,,,
2016,PORSCHE,CAYENNE GTS,VUS - ORDINAIRE,3.6,6,A8,Z,14.8,10.4,12.8,22,300,4,,,
2016,PORSCHE,CAYENNE S,VUS - ORDINAIRE,3.6,6,A8,Z,14.3,9.6,12.2,23,286,4,,,
2016,PORSCHE,CAYENNE TURBO,VUS - ORDINAIRE,4.8,8,A8,Z,16.7,11.2,14.2,20,334,3,,,
2016,PORSCHE,CAYENNE TURBO S,VUS - ORDINAIRE,4.8,8,A8,Z,16.9,11.2,14.3,20,336,3,,,
2016,PORSCHE,CAYMAN,DEUX PLACES,2.7,6,AM7,Z,10.7,7.4,9.2,31,217,6,,,
2016,PORSCHE,CAYMAN,DEUX PLACES,2.7,6,M6,Z,11.5,7.9,9.9,29,232,5,,,
2016,PORSCHE,CAYMAN GT4,DEUX PLACES,3.8,6,M6,Z,13.3,10.1,11.8,24,277,4,,,
2016,PORSCHE,CAYMAN GTS,DEUX PLACES,3.4,6,AM7,Z,10.9,7.7,9.5,30,222,6,,,
2016,PORSCHE,CAYMAN GTS,DEUX PLACES,3.4,6,M6,Z,12.1,8.9,10.7,26,250,5,,,
2016,PORSCHE,CAYMAN S,DEUX PLACES,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,5,,,
2016,PORSCHE,CAYMAN S,DEUX PLACES,3.4,6,M6,Z,11.9,8.6,10.4,27,245,5,,,
2016,PORSCHE,MACAN S,VUS - PETIT,3.0,6,A7,Z,13.7,10.3,12.2,23,285,4,,,
2016,PORSCHE,MACAN TURBO,VUS - PETIT,3.6,6,A7,Z,14.2,10.1,12.3,23,287,4,,,
2016,PORSCHE,PANAMERA,GRANDE BERLINE,3.6,6,AM7,Z,12.9,8.4,10.9,26,255,5,,,
2016,PORSCHE,PANAMERA GTS,GRANDE BERLINE,4.8,8,AM7,Z,15.1,9.7,12.7,22,298,4,,,
2016,PORSCHE,PANAMERA S,GRANDE BERLINE,3.0,6,AM7,Z,13.4,8.8,11.4,25,267,5,,,
2016,PORSCHE,PANAMERA 4,GRANDE BERLINE,3.6,6,AM7,Z,13.1,8.7,11.1,25,262,5,,,
2016,PORSCHE,PANAMERA 4S,GRANDE BERLINE,3.0,6,AM7,Z,13.4,8.8,11.4,25,267,5,,,
2016,PORSCHE,PANAMERA 4S EXECUTIVE,GRANDE BERLINE,3.0,6,AM7,Z,13.7,8.9,11.5,25,271,4,,,
2016,PORSCHE,PANAMERA TURBO,GRANDE BERLINE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300,4,,,
2016,PORSCHE,PANAMERA TURBO EXECUTIVE,GRANDE BERLINE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303,4,,,
2016,PORSCHE,PANAMERA TURBO S,GRANDE BERLINE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300,4,,,
2016,PORSCHE,PANAMERA TURBO S EXECUTIVE,GRANDE BERLINE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303,4,,,
2016,RAM,1500 FFV,CAMIONNETTE - ORDINAIRE,3.6,6,A8,X,13.9,9.5,11.9,24,279,4,,,
2016,RAM,1500 FFV,CAMIONNETTE - ORDINAIRE,3.6,6,A8,E,19.4,13.6,16.8,17,279,4,,,
2016,RAM,1500 HFE,CAMIONNETTE - ORDINAIRE,3.6,6,A8,X,12.9,9.3,11.3,25,264,5,,,
2016,RAM,1500 (MDS),CAMIONNETTE - ORDINAIRE,5.7,8,A6,X,17.1,12.0,14.8,19,348,3,,,
2016,RAM,1500 (MDS),CAMIONNETTE - ORDINAIRE,5.7,8,A8,X,15.8,10.9,13.6,21,319,3,,,
2016,RAM,1500 ECODIESEL,CAMIONNETTE - ORDINAIRE,3.0,6,A8,D,11.6,8.4,10.2,28,272,4,,,
2016,RAM,1500 ECODIESEL HFE,CAMIONNETTE - ORDINAIRE,3.0,6,A8,D,11.3,8.0,9.8,29,264,5,,,
2016,RAM,1500 4X4 FFV,CAMIONNETTE - ORDINAIRE,3.6,6,A8,X,14.6,10.1,12.6,22,294,4,,,
2016,RAM,1500 4X4 FFV,CAMIONNETTE - ORDINAIRE,3.6,6,A8,E,20.5,14.5,17.8,16,296,4,,,
2016,RAM,1500 4X4 (MDS),CAMIONNETTE - ORDINAIRE,5.7,8,A6,X,17.7,12.7,15.4,18,362,2,,,
2016,RAM,1500 4X4 (MDS),CAMIONNETTE - ORDINAIRE,5.7,8,A8,X,16.2,11.5,14.1,20,330,3,,,
2016,RAM,1500 4X4 ECODIESEL,CAMIONNETTE - ORDINAIRE,3.0,6,A8,D,12.1,8.8,10.6,27,283,4,,,
2016,RAM,PROMASTER CITY,VÉHICULE À USAGE SPÉCIAL,2.4,4,A9,X,11.2,8.1,9.8,29,231,5,,,
2016,ROLLS-ROYCE,GHOST,GRANDE BERLINE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373,2,,,
2016,ROLLS-ROYCE,GHOST EWB,GRANDE BERLINE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373,2,,,
2016,ROLLS-ROYCE,PHANTOM,GRANDE BERLINE,6.7,12,AS8,Z,20.9,12.7,17.2,16,403,2,,,
2016,ROLLS-ROYCE,PHANTOM EWB,GRANDE BERLINE,6.7,12,AS8,Z,20.7,12.9,17.2,16,404,2,,,
2016,ROLLS-ROYCE,PHANTOM COUPE,COMPACTE,6.7,12,AS8,Z,20.9,12.7,17.2,16,403,2,,,
2016,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACTE,6.7,12,AS8,Z,20.7,12.9,17.2,16,404,2,,,
2016,ROLLS-ROYCE,WRAITH,INTERMÉDIAIRE,6.6,12,AS8,Z,18.8,11.8,15.6,18,367,2,,,
2016,SCION,FR-S,MINICOMPACTE,2.0,4,AS6,Z,9.6,7.0,8.4,34,197,7,,,
2016,SCION,FR-S,MINICOMPACTE,2.0,4,M6,Z,10.9,7.9,9.6,29,224,6,,,
2016,SCION,iM,INTERMÉDIAIRE,1.8,4,AV7,X,8.3,6.3,7.4,38,173,8,,,
2016,SCION,iM,INTERMÉDIAIRE,1.8,4,M6,X,8.6,6.6,7.7,37,180,7,,,
2016,SCION,tC,COMPACTE,2.5,4,AS6,X,10.2,7.6,9.0,31,211,6,,,
2016,SCION,tC,COMPACTE,2.5,4,M6,X,10.2,7.7,9.0,31,210,6,,,
2016,SMART,FORTWO CABRIOLET,DEUX PLACES,0.9,3,AM6,Z,7.5,6.1,6.9,41,157,8,,,
2016,SMART,FORTWO COUPE,DEUX PLACES,0.9,3,AM6,Z,7.5,6.1,6.9,41,157,8,,,
2016,SUBARU,BRZ,MINICOMPACTE,2.0,4,AS6,Z,9.6,7.0,8.4,34,197,7,,,
2016,SUBARU,BRZ,MINICOMPACTE,2.0,4,M6,Z,10.9,7.9,9.6,29,224,6,,,
2016,SUBARU,FORESTER AWD,VUS - PETIT,2.0,4,AV8,Z,10.2,8.5,9.4,30,222,6,,,
2016,SUBARU,FORESTER AWD,VUS - PETIT,2.5,4,AV6,X,9.6,7.5,8.7,32,204,6,,,
2016,SUBARU,FORESTER AWD,VUS - PETIT,2.5,4,M6,X,10.6,8.4,9.6,29,227,5,,,
2016,SUBARU,IMPREZA AWD,COMPACTE,2.0,4,AV6,X,8.5,6.4,7.6,37,177,7,,,
2016,SUBARU,IMPREZA AWD,COMPACTE,2.0,4,M5,X,9.5,7.0,8.4,34,197,7,,,
2016,SUBARU,IMPREZA WAGON AWD,FAMILIALE - PETITE,2.0,4,AV6,X,8.5,6.4,7.6,37,177,7,,,
2016,SUBARU,IMPREZA WAGON AWD,FAMILIALE - PETITE,2.0,4,M5,X,9.5,7.0,8.4,34,197,7,,,
2016,SUBARU,LEGACY AWD,INTERMÉDIAIRE,2.5,4,AV6,X,9.0,6.5,7.9,36,185,7,,,
2016,SUBARU,LEGACY AWD,INTERMÉDIAIRE,2.5,4,M6,X,10.7,7.8,9.4,30,220,6,,,
2016,SUBARU,LEGACY AWD,INTERMÉDIAIRE,3.6,6,AV6,X,11.9,8.2,10.2,28,239,5,,,
2016,SUBARU,OUTBACK AWD,VUS - PETIT,2.5,4,AV6,X,9.3,7.1,8.3,34,196,7,,,
2016,SUBARU,OUTBACK AWD,VUS - PETIT,2.5,4,M6,X,11.0,8.2,9.7,29,228,5,,,
2016,SUBARU,OUTBACK AWD,VUS - PETIT,3.6,6,AV6,X,12.0,8.6,10.5,27,246,5,,,
2016,SUBARU,WRX,COMPACTE,2.0,4,AV8,Z,12.5,9.5,11.2,25,254,5,,,
2016,SUBARU,WRX,COMPACTE,2.0,4,M6,Z,11.3,8.4,10.0,28,233,5,,,
2016,SUBARU,WRX,COMPACTE,2.5,4,M6,Z,13.8,10.2,12.2,23,285,4,,,
2016,SUBARU,XV CROSSTREK AWD,VUS - PETIT,2.0,4,AV6,X,9.1,7.0,8.1,35,191,7,,,
2016,SUBARU,XV CROSSTREK AWD,VUS - PETIT,2.0,4,M5,X,10.2,7.7,9.1,31,214,6,,,
2016,SUBARU,XV CROSSTREK HYBRID AWD,VUS - PETIT,2.0,4,AV6,X,7.9,6.9,7.5,38,175,8,,,
2016,TOYOTA,4RUNNER 4WD,VUS - ORDINAIRE,4.0,6,AS5,X,14.2,11.1,12.8,22,298,4,,,
2016,TOYOTA,4RUNNER 4WD (Part-Time 4WD),VUS - ORDINAIRE,4.0,6,AS5,X,14.2,11.1,12.8,22,298,4,,,
2016,TOYOTA,AVALON,INTERMÉDIAIRE,3.5,6,AS6,X,11.4,7.6,9.7,29,225,6,,,
2016,TOYOTA,CAMRY,INTERMÉDIAIRE,2.5,4,AS6,X,9.4,6.7,8.2,34,192,7,,,
2016,TOYOTA,CAMRY,INTERMÉDIAIRE,3.5,6,AS6,X,11.0,7.7,9.5,30,222,6,,,
2016,TOYOTA,CAMRY HYBRID LE,INTERMÉDIAIRE,2.5,4,AV,X,5.5,6.0,5.7,50,134,9,,,
2016,TOYOTA,CAMRY HYBRID XLE/SE,INTERMÉDIAIRE,2.5,4,AV,X,5.7,6.0,5.9,48,137,9,,,
2016,TOYOTA,COROLLA,INTERMÉDIAIRE,1.8,4,A4,X,8.6,6.5,7.6,37,179,7,,,
2016,TOYOTA,COROLLA,INTERMÉDIAIRE,1.8,4,AV,X,8.2,6.2,7.3,39,171,8,,,
2016,TOYOTA,COROLLA,INTERMÉDIAIRE,1.8,4,AV7,X,7.9,6.1,7.1,40,166,8,,,
2016,TOYOTA,COROLLA,INTERMÉDIAIRE,1.8,4,M6,X,8.4,6.4,7.5,38,174,8,,,
2016,TOYOTA,COROLLA LE ECO (1-mode),INTERMÉDIAIRE,1.8,4,AV,X,7.7,5.6,6.8,42,160,8,,,
2016,TOYOTA,COROLLA LE ECO (2-mode),INTERMÉDIAIRE,1.8,4,AV,X,7.7,6.0,6.9,41,162,8,,,
2016,TOYOTA,HIGHLANDER,VUS - PETIT,3.5,6,AS6,X,12.5,9.3,11.1,25,260,5,,,
2016,TOYOTA,HIGHLANDER AWD,VUS - ORDINAIRE,3.5,6,AS6,X,13.0,9.8,11.6,24,272,4,,,
2016,TOYOTA,HIGHLANDER HYBRID AWD,VUS - ORDINAIRE,3.5,6,AV6,X,8.6,8.4,8.5,33,198,7,,,
2016,TOYOTA,HIGHLANDER HYBRID AWD LE,VUS - ORDINAIRE,3.5,6,AV6,X,8.4,8.3,8.4,34,195,7,,,
2016,TOYOTA,PRIUS,INTERMÉDIAIRE,1.8,4,AV,X,4.4,4.6,4.5,63,104,10,,,
2016,TOYOTA,PRIUS c,COMPACTE,1.5,4,AV,X,4.5,5.1,4.7,60,111,10,,,
2016,TOYOTA,PRIUS v,FAMILIALE - INTERMÉDIAIRE,1.8,4,AV,X,5.4,5.8,5.6,50,131,9,,,
2016,TOYOTA,RAV4,VUS - PETIT,2.5,4,AS6,X,10.1,7.7,9.0,31,212,6,,,
2016,TOYOTA,RAV4 AWD,VUS - PETIT,2.5,4,AS6,X,10.5,8.2,9.5,30,220,6,,,
2016,TOYOTA,RAV4 HYBRID AWD,VUS - PETIT,2.5,4,AV6,X,6.9,7.6,7.2,39,169,8,,,
2016,TOYOTA,RAV4 LE/XLE,VUS - PETIT,2.5,4,AS6,X,10.0,7.6,8.9,32,208,6,,,
2016,TOYOTA,RAV4 LIMITED/SE AWD,VUS - PETIT,2.5,4,AS6,X,10.6,8.1,9.4,30,220,6,,,
2016,TOYOTA,SEQUOIA 4WD,VUS - ORDINAIRE,5.7,8,AS6,X,18.8,14.0,16.6,17,382,2,,,
2016,TOYOTA,SIENNA,FOURGONNETTE,3.5,6,AS6,X,13.0,9.5,11.4,25,267,5,,,
2016,TOYOTA,SIENNA AWD,FOURGONNETTE,3.5,6,AS6,X,14.4,10.2,12.5,23,290,4,,,
2016,TOYOTA,TACOMA,CAMIONNETTE - PETITE,2.7,4,AS6,X,12.0,10.0,11.1,25,261,5,,,
2016,TOYOTA,TACOMA,CAMIONNETTE - PETITE,3.5,6,AS6,X,12.6,10.0,11.4,25,267,5,,,
2016,TOYOTA,TACOMA 4WD,CAMIONNETTE - PETITE,2.7,4,AS6,X,12.7,10.5,11.7,24,274,4,,,
2016,TOYOTA,TACOMA 4WD,CAMIONNETTE - PETITE,2.7,4,M5,X,12.4,11.4,11.9,24,279,4,,,
2016,TOYOTA,TACOMA 4WD,CAMIONNETTE - PETITE,3.5,6,AS6,X,13.1,10.5,11.9,24,280,4,,,
2016,TOYOTA,TACOMA 4WD,CAMIONNETTE - PETITE,3.5,6,M6,X,13.6,11.2,12.5,23,292,4,,,
2016,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,CAMIONNETTE - PETITE,3.5,6,M6,X,13.8,11.7,12.9,22,300,4,,,
2016,TOYOTA,TUNDRA,CAMIONNETTE - ORDINAIRE,4.6,8,AS6,X,15.9,12.3,14.3,20,335,3,,,
2016,TOYOTA,TUNDRA,CAMIONNETTE - ORDINAIRE,5.7,8,AS6,X,17.3,13.0,15.4,18,360,2,,,
2016,TOYOTA,TUNDRA 4WD,CAMIONNETTE - ORDINAIRE,4.6,8,AS6,X,16.9,12.9,15.1,19,351,3,,,
2016,TOYOTA,TUNDRA 4WD,CAMIONNETTE - ORDINAIRE,5.7,8,AS6,X,18.2,14.1,16.3,17,380,2,,,
2016,TOYOTA,VENZA,VUS - PETIT,2.7,4,AS6,X,11.6,9.0,10.4,27,244,5,,,
2016,TOYOTA,VENZA,VUS - PETIT,3.5,6,AS6,X,12.5,9.0,10.9,26,256,5,,,
2016,TOYOTA,VENZA 4WD,VUS - PETIT,2.7,4,AS6,X,11.6,9.2,10.5,27,241,5,,,
2016,TOYOTA,VENZA 4WD,VUS - PETIT,3.5,6,AS6,X,12.8,9.3,11.3,25,263,5,,,
2016,TOYOTA,YARIS,COMPACTE,1.5,4,AS6,X,7.2,5.6,6.4,44,151,8,,,
2016,TOYOTA,YARIS (SIL),COMPACTE,1.5,4,M6,X,7.6,5.7,6.7,42,157,8,,,
2016,TOYOTA,YARIS HATCHBACK,COMPACTE,1.5,4,A4,X,7.8,6.6,7.3,39,170,8,,,
2016,TOYOTA,YARIS HATCHBACK,COMPACTE,1.5,4,M5,X,7.7,6.3,7.1,40,165,8,,,
2016,VOLKSWAGEN,BEETLE,COMPACTE,1.8,4,AS6,X,9.6,7.0,8.4,34,196,7,,,
2016,VOLKSWAGEN,BEETLE,COMPACTE,1.8,4,M5,X,9.5,6.9,8.4,34,196,7,,,
2016,VOLKSWAGEN,BEETLE CONVERTIBLE,SOUS-COMPACTE,1.8,4,AS6,X,9.6,7.0,8.4,34,196,7,,,
2016,VOLKSWAGEN,BEETLE DUNE,COMPACTE,1.8,4,AS6,X,9.7,7.5,8.7,32,203,6,,,
2016,VOLKSWAGEN,CC,COMPACTE,2.0,4,AM6,Z,10.7,7.7,9.3,30,217,6,,,
2016,VOLKSWAGEN,GOLF,COMPACTE,1.8,4,AS6,X,9.3,6.5,8.1,35,189,7,,,
2016,VOLKSWAGEN,GOLF,COMPACTE,1.8,4,M5,X,9.3,6.4,8.0,35,187,7,,,
2016,VOLKSWAGEN,GOLF GTI,COMPACTE,2.0,4,AM6,X,9.5,7.2,8.5,33,198,7,,,
2016,VOLKSWAGEN,GOLF GTI,COMPACTE,2.0,4,M6,X,9.4,6.9,8.3,34,193,7,,,
2016,VOLKSWAGEN,GOLF R,COMPACTE,2.0,4,AM6,Z,10.4,7.9,9.3,30,216,6,,,
2016,VOLKSWAGEN,GOLF R,COMPACTE,2.0,4,M6,Z,10.9,7.7,9.4,30,220,6,,,
2016,VOLKSWAGEN,GOLF SPORTWAGON,FAMILIALE - PETITE,1.8,4,AS6,X,9.4,6.8,8.2,34,193,7,,,
2016,VOLKSWAGEN,GOLF SPORTWAGON,FAMILIALE - PETITE,1.8,4,M5,X,9.5,6.6,8.2,34,192,7,,,
2016,VOLKSWAGEN,JETTA,COMPACTE,1.4,4,AS6,X,8.5,6.0,7.3,39,173,8,,,
2016,VOLKSWAGEN,JETTA,COMPACTE,1.4,4,M5,X,8.3,5.9,7.2,39,168,8,,,
