ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT*,,,,ÉMISSIONS DE CO2,,,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),,,,
2015,KIA,SOUL ECO Dynamics,FAMILIALE - PETITE,2.0,4,AS6,X,9.7,7.7,8.8,32,202,,,,
2015,KIA,SPORTAGE,VUS - PETIT,2.4,4,AS6,X,11.4,8.3,10.0,28,230,,,,
2015,KIA,SPORTAGE,VUS - PETIT,2.4,4,M6,X,12.9,9.2,11.3,25,260,,,,
2015,KIA,SPORTAGE AWD,VUS - PETIT,2.0,4,AS6,X,12.6,9.7,11.3,25,260,,,,
2015,KIA,SPORTAGE AWD,VUS - PETIT,2.4,4,AS6,X,12.0,9.1,10.7,26,246,,,,
2015,LAMBORGHINI,AVENTADOR COUPE,DEUX PLACES,6.5,12,AM7,Z,22.2,12.7,17.9,16,412,,,,
2015,LAMBORGHINI,AVENTADOR ROADSTER,DEUX PLACES,6.5,12,AM7,Z,24.0,14.5,19.7,14,453,,,,
2015,LAMBORGHINI,HURACAN,DEUX PLACES,5.2,10,AM7,Z,16.8,11.7,14.5,19,334,,,,
2015,LAMBORGHINI,VENENO ROADSTER,DEUX PLACES,6.5,12,AM7,Z,22.1,13.9,18.4,15,423,,,,
2015,LAND ROVER,LR2,VUS - PETIT,2.0,4,AS6,Z,13.5,9.9,11.9,24,274,,,,
2015,LAND ROVER,LR4,VUS - ORDINAIRE,3.0,6,AS8,Z,16.2,12.1,14.3,20,329,,,,
2015,LAND ROVER,RANGE ROVER,VUS - ORDINAIRE,3.0,6,AS8,Z,13.9,10.4,12.3,23,283,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED,VUS - ORDINAIRE,5.0,8,AS8,Z,17.2,12.5,15.1,19,347,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED,VUS - ORDINAIRE,5.0,8,AS8,E,25.0,16.9,21.4,13,342,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,VUS - ORDINAIRE,5.0,8,AS8,Z,17.2,12.5,15.1,19,347,,,,
2015,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,VUS - ORDINAIRE,5.0,8,AS8,E,25.0,16.9,21.4,13,342,,,,
2015,LAND ROVER,RANGE ROVER EVOQUE,VUS - PETIT,2.0,4,AS9,Z,11.3,7.9,9.7,29,223,,,,
2015,LAND ROVER,RANGE ROVER EVOQUE COUPE,VUS - PETIT,2.0,4,AS9,Z,11.3,7.9,9.7,29,223,,,,
2015,LAND ROVER,RANGE ROVER SPORT,VUS - ORDINAIRE,3.0,6,AS8,Z,14.0,10.5,12.4,23,285,,,,
2015,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,VUS - ORDINAIRE,5.0,8,AS8,Z,16.6,12.3,14.7,19,338,,,,
2015,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,VUS - ORDINAIRE,5.0,8,AS8,E,24.0,16.6,20.7,14,331,,,,
2015,LEXUS,CT 200h,COMPACTE,1.8,4,AV,X,5.5,5.9,5.7,50,131,,,,
2015,LEXUS,ES 300h,INTERMÉDIAIRE,2.5,4,AV6,X,5.8,6.1,5.9,48,136,,,,
2015,LEXUS,ES 350,INTERMÉDIAIRE,3.5,6,AS6,X,11.3,7.5,9.6,29,221,,,,
2015,LEXUS,GS 350,INTERMÉDIAIRE,3.5,6,AS8,Z,12.3,8.5,10.6,27,244,,,,
2015,LEXUS,GS 350 AWD,INTERMÉDIAIRE,3.5,6,AS6,Z,12.6,9.1,11.0,26,253,,,,
2015,LEXUS,GS 450h,INTERMÉDIAIRE,3.5,6,AV8,Z,8.0,6.9,7.5,38,172,,,,
2015,LEXUS,GX 460,VUS - ORDINAIRE,4.6,8,AS6,Z,15.7,11.7,13.9,20,320,,,,
2015,LEXUS,IS 250,COMPACTE,2.5,6,AS6,Z,11.1,7.8,9.6,29,221,,,,
2015,LEXUS,IS 250 AWD,COMPACTE,2.5,6,AS6,Z,11.8,8.7,10.4,27,239,,,,
2015,LEXUS,IS 250 C,SOUS-COMPACTE,2.5,6,AS6,Z,11.2,7.8,9.6,29,221,,,,
2015,LEXUS,IS 350,COMPACTE,3.5,6,AS8,Z,12.3,8.5,10.6,27,244,,,,
2015,LEXUS,IS 350 AWD,COMPACTE,3.5,6,AS6,Z,12.6,9.1,11.0,26,253,,,,
2015,LEXUS,IS 350 C,SOUS-COMPACTE,3.5,6,AS6,Z,12.2,8.7,10.6,27,244,,,,
2015,LEXUS,LS 460,INTERMÉDIAIRE,4.6,8,AS8,Z,14.4,9.6,12.3,23,283,,,,
2015,LEXUS,LS 460 AWD,INTERMÉDIAIRE,4.6,8,AS8,Z,15.2,10.2,12.9,22,297,,,,
2015,LEXUS,LS 460 L AWD,INTERMÉDIAIRE,4.6,8,AS8,Z,15.2,10.2,12.9,22,297,,,,
2015,LEXUS,LS 600h L,INTERMÉDIAIRE,5.0,8,AV8,Z,12.7,10.1,11.5,25,264,,,,
2015,LEXUS,LX 570,VUS - ORDINAIRE,5.7,8,AS6,Z,19.0,13.6,16.6,17,382,,,,
2015,LEXUS,NX 200t AWD,VUS - PETIT,2.0,4,AS6,Z,10.6,8.4,9.6,29,221,,,,
2015,LEXUS,NX 200t AWD F SPORT,VUS - PETIT,2.0,4,AS6,Z,10.8,8.8,9.9,29,228,,,,
2015,LEXUS,NX 300h AWD,VUS - PETIT,2.5,4,AV6,X,7.1,7.7,7.4,38,170,,,,
2015,LEXUS,RC 350,SOUS-COMPACTE,3.5,6,AS8,Z,12.3,8.5,10.6,27,244,,,,
2015,LEXUS,RC 350 AWD,SOUS-COMPACTE,3.5,6,AS6,Z,12.6,9.1,11.0,26,253,,,,
2015,LEXUS,RC F,SOUS-COMPACTE,5.0,8,AS8,Z,15.2,9.5,12.6,22,290,,,,
2015,LEXUS,RX 350 AWD,VUS - PETIT,3.5,6,AS6,X,13.3,9.8,11.7,24,269,,,,
2015,LEXUS,RX 350 AWD,VUS - PETIT,3.5,6,AS8,X,12.7,9.1,11.1,25,255,,,,
2015,LEXUS,RX 450h AWD,VUS - PETIT,3.5,6,AV6,Z,8.0,8.5,8.2,34,189,,,,
2015,LINCOLN,MKC AWD,VUS - PETIT,2.0,4,AS6,X,12.4,9.0,10.9,26,251,,,,
2015,LINCOLN,MKC AWD,VUS - PETIT,2.3,4,AS6,X,12.9,9.2,11.2,25,258,,,,
2015,LINCOLN,MKS AWD,GRANDE BERLINE,3.5,6,AS6,X,13.9,9.5,11.9,24,274,,,,
2015,LINCOLN,MKS AWD,GRANDE BERLINE,3.7,6,AS6,X,13.1,9.0,11.2,25,258,,,,
2015,LINCOLN,MKT AWD,VUS - ORDINAIRE,3.5,6,AS6,X,14.6,10.4,12.8,22,294,,,,
2015,LINCOLN,MKT LIVERY,VÉHICULE À USAGE SPÉCIAL,2.0,4,AS6,X,11.5,8.4,10.1,28,232,,,,
2015,LINCOLN,MKT LIVERY AWD,VÉHICULE À USAGE SPÉCIAL,3.7,6,A6,X,14.1,10.0,12.2,23,281,,,,
2015,LINCOLN,MKX AWD,VUS - PETIT,3.7,6,AS6,X,13.7,10.3,12.1,23,278,,,,
2015,LINCOLN,MKZ,INTERMÉDIAIRE,2.0,4,AS6,X,10.5,7.0,8.9,32,205,,,,
2015,LINCOLN,MKZ AWD,INTERMÉDIAIRE,3.7,6,AS6,X,13.1,9.2,11.3,25,260,,,,
2015,LINCOLN,MKZ HYBRID,INTERMÉDIAIRE,2.0,4,AV,X,5.7,6.0,5.8,49,133,,,,
2015,LINCOLN,NAVIGATOR 4X4,VUS - ORDINAIRE,3.5,6,AS6,X,16.2,11.8,14.2,20,327,,,,
2015,LINCOLN,NAVIGATOR L 4X4,VUS - ORDINAIRE,3.5,6,AS6,X,16.1,12.3,14.4,20,331,,,,
2015,MASERATI,GHIBLI,INTERMÉDIAIRE,3.0,6,AS8,Z,15.2,9.6,12.7,22,292,,,,
2015,MASERATI,GHIBLI AWD,INTERMÉDIAIRE,3.0,6,AS8,Z,15.6,9.5,12.8,22,294,,,,
2015,MASERATI,GRANTURISMO,SOUS-COMPACTE,4.7,8,AS6,Z,18.2,11.4,15.1,19,347,,,,
2015,MASERATI,GRANTURISMO CONVERTIBLE,SOUS-COMPACTE,4.7,8,AS6,Z,18.2,11.6,15.2,19,350,,,,
2015,MASERATI,QUATTROPORTE GTS,GRANDE BERLINE,3.8,8,AS8,Z,17.5,10.7,14.5,19,334,,,,
2015,MASERATI,QUATTROPORTE SQ4,GRANDE BERLINE,3.0,6,AS8,Z,15.7,9.7,13.0,22,299,,,,
2015,MAZDA,CX-5,VUS - PETIT,2.0,4,AS6,X,8.9,7.3,8.2,34,189,,,,
2015,MAZDA,CX-5,VUS - PETIT,2.0,4,M6,X,9.0,6.8,8.0,35,184,,,,
2015,MAZDA,CX-5,VUS - PETIT,2.5,4,AS6,X,9.6,7.4,8.6,33,198,,,,
2015,MAZDA,CX-5 4WD,VUS - PETIT,2.0,4,AS6,X,9.3,7.6,8.5,33,196,,,,
2015,MAZDA,CX-5 4WD,VUS - PETIT,2.5,4,AS6,X,9.9,7.9,9.0,31,207,,,,
2015,MAZDA,CX-9,VUS - PETIT,3.7,6,AS6,X,14.2,10.0,12.3,23,283,,,,
2015,MAZDA,CX-9 4WD,VUS - PETIT,3.7,6,AS6,X,14.3,10.6,12.7,22,292,,,,
2015,MAZDA,MAZDA3 4-DOOR,COMPACTE,2.0,4,AS6,X,7.9,5.7,6.9,41,159,,,,
2015,MAZDA,MAZDA3 4-DOOR (SIL),COMPACTE,2.0,4,M6,X,8.0,5.8,7.0,40,161,,,,
2015,MAZDA,MAZDA3 4-DOOR,COMPACTE,2.5,4,AS6,X,8.4,6.1,7.4,38,170,,,,
2015,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACTE,2.5,4,AS6,X,8.2,5.9,7.2,39,166,,,,
2015,MAZDA,MAZDA3 4-DOOR (SIL),COMPACTE,2.5,4,M6,X,9.3,6.4,8.0,35,184,,,,
2015,MAZDA,MAZDA3 5-DOOR,INTERMÉDIAIRE,2.0,4,AS6,X,8.0,5.9,7.0,40,161,,,,
2015,MAZDA,MAZDA3 5-DOOR (SIL),INTERMÉDIAIRE,2.0,4,M6,X,8.2,5.9,7.1,40,163,,,,
2015,MAZDA,MAZDA3 5-DOOR,INTERMÉDIAIRE,2.5,4,AS6,X,8.7,6.5,7.7,37,177,,,,
2015,MAZDA,MAZDA3 5-DOOR (i-ELOOP),INTERMÉDIAIRE,2.5,4,AS6,X,8.2,6.0,7.2,39,166,,,,
2015,MAZDA,MAZDA3 5-DOOR (SIL),INTERMÉDIAIRE,2.5,4,M6,X,9.2,6.6,8.1,35,186,,,,
2015,MAZDA,MAZDA5,FOURGONNETTE,2.5,4,AS5,X,10.7,8.2,9.6,29,221,,,,
2015,MAZDA,MAZDA5,FOURGONNETTE,2.5,4,M6,X,11.1,8.3,9.8,29,225,,,,
2015,MAZDA,MAZDA6,INTERMÉDIAIRE,2.5,4,AS6,X,8.8,6.1,7.6,37,175,,,,
2015,MAZDA,MAZDA6,INTERMÉDIAIRE,2.5,4,M6,X,9.4,6.4,8.1,35,186,,,,
2015,MAZDA,MAZDA6 (i-ELOOP),INTERMÉDIAIRE,2.5,4,AS6,X,8.4,5.9,7.3,39,168,,,,
2015,MAZDA,MX-5,DEUX PLACES,2.0,4,AS6,Z,11.5,8.5,10.1,28,232,,,,
2015,MAZDA,MX-5,DEUX PLACES,2.0,4,M5,Z,10.5,8.5,9.6,29,221,,,,
2015,MAZDA,MX-5,DEUX PLACES,2.0,4,M6,Z,11.1,8.4,9.9,29,228,,,,
2015,MERCEDES-BENZ,B 250,FAMILIALE - PETITE,2.0,4,AS7,Z,9.2,6.6,8.0,35,184,,,,
2015,MERCEDES-BENZ,B 250 4MATIC,FAMILIALE - PETITE,2.0,4,AS7,Z,10.0,7.5,8.9,32,205,,,,
2015,MERCEDES-BENZ,C 250 COUPE,SOUS-COMPACTE,1.8,4,AS7,Z,10.9,7.5,9.4,30,216,,,,
2015,MERCEDES-BENZ,C 300 4MATIC,COMPACTE,2.0,4,AS7,Z,10.1,7.8,9.0,31,207,,,,
2015,MERCEDES-BENZ,C 350 4MATIC COUPE,SOUS-COMPACTE,3.5,6,AS7,Z,12.1,8.7,10.6,27,244,,,,
2015,MERCEDES-BENZ,C 350 COUPE,SOUS-COMPACTE,3.5,6,AS7,Z,12.1,8.6,10.5,27,242,,,,
2015,MERCEDES-BENZ,C 400 4MATIC,COMPACTE,3.0,6,AS7,Z,11.1,8.4,9.9,29,228,,,,
2015,MERCEDES-BENZ,C 63 AMG COUPE,SOUS-COMPACTE,6.2,8,AS7,Z,17.9,12.3,15.4,18,354,,,,
2015,MERCEDES-BENZ,CLA 250,SOUS-COMPACTE,2.0,4,AS7,Z,9.4,6.4,8.1,35,186,,,,
2015,MERCEDES-BENZ,CLA 250 4MATIC,SOUS-COMPACTE,2.0,4,AS7,Z,9.9,7.4,8.8,32,202,,,,
2015,MERCEDES-BENZ,CLA 45 AMG,COMPACTE,2.0,4,AS7,Z,10.2,7.7,9.1,31,209,,,,
2015,MERCEDES-BENZ,CLS 400 4MATIC,COMPACTE,3.0,6,AS7,Z,12.1,8.5,10.5,27,242,,,,
2015,MERCEDES-BENZ,CLS 550 4MATIC,COMPACTE,4.7,8,AS7,Z,14.5,10.1,12.5,23,288,,,,
2015,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACTE,5.5,8,AS7,Z,15.1,10.8,13.1,22,301,,,,
2015,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,INTERMÉDIAIRE,2.1,4,AS7,D,8.6,5.9,7.4,38,200,,,,
2015,MERCEDES-BENZ,E 300 4MATIC,INTERMÉDIAIRE,3.5,6,AS7,Z,11.9,8.2,10.2,28,235,,,,
2015,MERCEDES-BENZ,E 400 4MATIC,INTERMÉDIAIRE,3.0,6,AS7,Z,12.0,8.5,10.4,27,239,,,,
2015,MERCEDES-BENZ,E 400 4MATIC WAGON,FAMILIALE - INTERMÉDIAIRE,3.5,6,AS7,Z,12.4,8.8,10.8,26,248,,,,
2015,MERCEDES-BENZ,E 400 CABRIOLET,SOUS-COMPACTE,3.5,6,AS7,Z,11.5,8.1,10.0,28,230,,,,
2015,MERCEDES-BENZ,E 400 COUPE,SOUS-COMPACTE,3.5,6,AS7,Z,11.8,8.3,10.2,28,235,,,,
2015,MERCEDES-BENZ,E 550 4MATIC,INTERMÉDIAIRE,4.7,8,AS7,Z,12.9,9.6,11.4,25,262,,,,
2015,MERCEDES-BENZ,E 550 CABRIOLET,SOUS-COMPACTE,4.7,8,AS7,Z,13.7,9.2,11.7,24,269,,,,
2015,MERCEDES-BENZ,E 550 COUPE,SOUS-COMPACTE,4.7,8,AS7,Z,13.3,8.9,11.4,25,262,,,,
2015,MERCEDES-BENZ,E 63 AMG S 4MATIC,INTERMÉDIAIRE,5.5,8,AS7,Z,15.3,10.8,13.3,21,306,,,,
2015,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,FAMILIALE - INTERMÉDIAIRE,5.5,8,AS7,Z,15.2,11.0,13.3,21,306,,,,
2015,MERCEDES-BENZ,G 550,VUS - ORDINAIRE,5.5,8,AS7,Z,19.9,16.1,18.2,16,419,,,,
2015,MERCEDES-BENZ,G 63 AMG,VUS - ORDINAIRE,5.5,8,AS7,Z,20.0,16.6,18.5,15,426,,,,
2015,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,VUS - ORDINAIRE,3.0,6,AS7,D,13.6,10.0,12.0,24,324,,,,
2015,MERCEDES-BENZ,GL 450 4MATIC,VUS - ORDINAIRE,3.0,6,AS7,Z,15.2,12.6,14.0,20,322,,,,
2015,MERCEDES-BENZ,GL 550 4MATIC,VUS - ORDINAIRE,4.7,8,AS7,Z,17.5,13.2,15.6,18,359,,,,
2015,MERCEDES-BENZ,GL 63 AMG,VUS - ORDINAIRE,5.5,8,AS7,Z,18.2,14.0,16.3,17,375,,,,
2015,MERCEDES-BENZ,GLA 250 4MATIC,VUS - PETIT,2.0,4,AS7,Z,9.8,7.4,8.7,32,200,,,,
2015,MERCEDES-BENZ,GLA 45 AMG 4MATIC,FAMILIALE - INTERMÉDIAIRE,2.0,4,AS7,Z,10.5,8.1,9.4,30,216,,,,
2015,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,VUS - PETIT,2.1,4,AS7,D,9.6,7.0,8.5,33,230,,,,
2015,MERCEDES-BENZ,GLK 350 4MATIC,VUS - PETIT,3.5,6,AS7,Z,12.6,9.6,11.2,25,258,,,,
2015,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,VUS - ORDINAIRE,3.0,6,AS7,D,11.8,8.5,10.3,27,278,,,,
2015,MERCEDES-BENZ,ML 400 4MATIC,VUS - ORDINAIRE,3.0,6,AS7,Z,13.3,10.4,12.0,24,276,,,,
2015,MERCEDES-BENZ,ML 550 4MATIC,VUS - ORDINAIRE,4.7,8,AS7,Z,16.3,11.8,14.2,20,327,,,,
2015,MERCEDES-BENZ,ML 63 AMG 4MATIC,VUS - ORDINAIRE,5.5,8,AS7,Z,17.3,13.5,15.6,18,359,,,,
2015,MERCEDES-BENZ,S 400 4MATIC,INTERMÉDIAIRE,4.7,6,AS7,Z,12.6,8.6,10.8,26,248,,,,
2015,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACTE,4.7,8,AS7,Z,14.4,9.8,12.3,23,283,,,,
2015,MERCEDES-BENZ,S 550 4MATIC LWB,GRANDE BERLINE,4.7,8,AS7,Z,14.8,9.8,12.5,23,288,,,,
2015,MERCEDES-BENZ,S 550 4MATIC SWB,INTERMÉDIAIRE,4.7,8,AS7,Z,14.7,9.1,12.2,23,281,,,,
2015,MERCEDES-BENZ,S 600,GRANDE BERLINE,6.0,12,AS7,Z,18.1,11.0,14.9,19,343,,,,
2015,MERCEDES-BENZ,S 63 AMG 4MATIC,GRANDE BERLINE,5.5,8,AS7,Z,15.7,10.1,13.2,21,304,,,,
2015,MERCEDES-BENZ,S 63 AMG COUPE,COMPACTE,5.5,8,AS7,Z,15.7,10.1,13.2,21,304,,,,
2015,MERCEDES-BENZ,S 65 AMG,GRANDE BERLINE,6.0,12,AS7,Z,18.5,11.8,15.5,18,357,,,,
2015,MERCEDES-BENZ,S 65 AMG COUPE,COMPACTE,6.0,12,AS7,Z,18.0,11.3,15.0,19,345,,,,
2015,MERCEDES-BENZ,SL 550,DEUX PLACES,4.7,8,AS7,Z,13.8,9.5,11.9,24,274,,,,
2015,MERCEDES-BENZ,SL 63 AMG,DEUX PLACES,5.5,8,AS7,Z,14.7,9.5,12.4,23,285,,,,
2015,MERCEDES-BENZ,SL 65 AMG,DEUX PLACES,6.0,12,AS7,Z,16.7,11.2,14.2,20,327,,,,
2015,MERCEDES-BENZ,SLK 250,DEUX PLACES,1.8,4,AS7,Z,10.4,7.2,9.0,31,207,,,,
2015,MERCEDES-BENZ,SLK 250,DEUX PLACES,1.8,4,M6,Z,10.4,7.2,9.0,31,207,,,,
2015,MERCEDES-BENZ,SLK 350,DEUX PLACES,3.5,6,AS7,Z,11.1,8.1,9.8,29,225,,,,
2015,MERCEDES-BENZ,SLK 55 AMG,DEUX PLACES,5.5,8,AS7,Z,12.4,8.5,10.6,27,244,,,,
2015,MERCEDES-BENZ,SLS AMG GT COUPE,DEUX PLACES,6.2,8,AM7,Z,18.1,12.6,15.6,18,359,,,,
2015,MERCEDES-BENZ,SLS AMG GT ROADSTER,DEUX PLACES,6.2,8,AM7,Z,18.1,12.6,15.6,18,359,,,,
2015,MINI,COOPER 3 DOOR,SOUS-COMPACTE,1.5,3,AS6,Z,8.5,6.3,7.5,38,172,,,,
2015,MINI,COOPER 3 DOOR,SOUS-COMPACTE,1.5,3,M6,Z,8.1,5.9,7.1,40,163,,,,
2015,MINI,COOPER 5 DOOR,SOUS-COMPACTE,1.5,3,AS6,Z,8.5,6.3,7.5,38,172,,,,
2015,MINI,COOPER 5 DOOR,SOUS-COMPACTE,1.5,3,M6,Z,8.2,5.9,7.2,39,166,,,,
2015,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.6,4,AS6,Z,8.6,6.5,7.7,37,177,,,,
2015,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.6,4,M6,Z,8.4,6.4,7.5,38,172,,,,
2015,MINI,COOPER COUNTRYMAN,COMPACTE,1.6,4,AS6,Z,9.4,7.9,8.7,32,200,,,,
2015,MINI,COOPER COUNTRYMAN,COMPACTE,1.6,4,M6,Z,8.4,6.4,7.5,38,172,,,,
2015,MINI,COOPER COUPE,DEUX PLACES,1.6,4,AS6,Z,8.5,6.5,7.6,37,175,,,,
2015,MINI,COOPER COUPE,DEUX PLACES,1.6,4,M6,Z,8.0,6.4,7.3,39,168,,,,
2015,MINI,COOPER PACEMAN,COMPACTE,1.6,4,AS6,Z,9.4,7.9,8.7,32,200,,,,
2015,MINI,COOPER PACEMAN,COMPACTE,1.6,4,M6,Z,8.4,6.4,7.5,38,172,,,,
2015,MINI,COOPER ROADSTER,DEUX PLACES,1.6,4,AS6,Z,8.6,6.5,7.7,37,177,,,,
2015,MINI,COOPER ROADSTER,DEUX PLACES,1.6,4,M6,Z,8.4,6.4,7.5,38,172,,,,
2015,MINI,COOPER S 3 DOOR,SOUS-COMPACTE,2.0,4,AS6,Z,9.2,7.0,8.2,34,189,,,,
2015,MINI,COOPER S 3 DOOR,SOUS-COMPACTE,2.0,4,M6,Z,10.0,7.0,8.6,33,198,,,,
2015,MINI,COOPER S 5 DOOR,SOUS-COMPACTE,2.0,4,AS6,Z,9.2,7.0,8.2,34,189,,,,
2015,MINI,COOPER S 5 DOOR,SOUS-COMPACTE,2.0,4,M6,Z,10.0,7.0,8.6,33,198,,,,
2015,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,1.6,4,AS6,Z,9.2,6.8,8.1,35,186,,,,
2015,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,1.6,4,M6,Z,9.1,6.8,8.1,35,186,,,,
2015,MINI,COOPER S COUNTRYMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.8,9.0,31,207,,,,
2015,MINI,COOPER S COUNTRYMAN ALL4,COMPACTE,1.6,4,M6,Z,9.5,7.7,8.7,32,200,,,,
2015,MINI,COOPER S COUPE,DEUX PLACES,1.6,4,AS6,Z,9.2,6.8,8.1,35,186,,,,
2015,MINI,COOPER S COUPE,DEUX PLACES,1.6,4,M6,Z,9.1,6.8,8.1,35,186,,,,
2015,MINI,COOPER S PACEMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.8,9.0,31,207,,,,
2015,MINI,COOPER S PACEMAN ALL4,COMPACTE,1.6,4,M6,Z,9.5,7.7,8.7,32,200,,,,
2015,MINI,COOPER S ROADSTER,DEUX PLACES,1.6,4,AS6,Z,9.2,6.8,8.1,35,186,,,,
2015,MINI,COOPER S ROADSTER,DEUX PLACES,1.6,4,M6,Z,9.1,6.8,8.1,35,186,,,,
2015,MINI,JOHN COOPER WORKS,SOUS-COMPACTE,2.0,4,AS6,Z,9.3,7.3,8.4,34,193,,,,
2015,MINI,JOHN COOPER WORKS,SOUS-COMPACTE,2.0,4,M6,Z,10.4,7.7,9.2,31,212,,,,
2015,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACTE,1.6,4,AS6,Z,9.2,6.8,8.1,35,186,,,,
2015,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACTE,1.6,4,M6,Z,9.1,6.8,8.1,35,186,,,,
2015,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.8,9.0,31,207,,,,
2015,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACTE,1.6,4,M6,Z,9.5,7.7,8.7,32,200,,,,
2015,MINI,JOHN COOPER WORKS COUPE,DEUX PLACES,1.6,4,AS6,Z,9.2,6.8,8.1,35,186,,,,
2015,MINI,JOHN COOPER WORKS COUPE,DEUX PLACES,1.6,4,M6,Z,9.1,6.8,8.1,35,186,,,,
2015,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACTE,1.6,4,AS6,Z,10.1,7.8,9.0,31,207,,,,
2015,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACTE,1.6,4,M6,Z,9.5,7.7,8.7,32,200,,,,
2015,MINI,JOHN COOPER WORKS ROADSTER,DEUX PLACES,1.6,4,AS6,Z,9.2,6.8,8.1,35,186,,,,
2015,MINI,JOHN COOPER WORKS ROADSTER,DEUX PLACES,1.6,4,M6,Z,9.1,6.8,8.1,35,186,,,,
2015,MITSUBISHI,LANCER,COMPACTE,2.0,4,AV6,X,9.2,6.9,8.2,34,189,,,,
2015,MITSUBISHI,LANCER,COMPACTE,2.0,4,M5,X,9.6,6.9,8.4,34,193,,,,
2015,MITSUBISHI,LANCER AWD,COMPACTE,2.4,4,AV6,X,10.5,8.2,9.5,30,219,,,,
2015,MITSUBISHI,LANCER EVOLUTION,COMPACTE,2.0,4,AM6,Z,14.2,10.5,12.5,23,288,,,,
2015,MITSUBISHI,LANCER EVOLUTION,COMPACTE,2.0,4,M5,Z,14.0,10.3,12.3,23,283,,,,
2015,MITSUBISHI,LANCER RALLIART,COMPACTE,2.0,4,AM6,Z,13.4,9.4,11.6,24,267,,,,
2015,MITSUBISHI,LANCER SPORTBACK,FAMILIALE - PETITE,2.0,4,AV6,X,9.6,7.3,8.6,33,198,,,,
2015,MITSUBISHI,LANCER SPORTBACK,FAMILIALE - PETITE,2.0,4,M5,X,9.8,7.1,8.6,33,198,,,,
2015,MITSUBISHI,MIRAGE,COMPACTE,1.2,3,AV,X,6.4,5.3,5.9,48,136,,,,
2015,MITSUBISHI,MIRAGE,COMPACTE,1.2,3,M5,X,7.0,5.5,6.4,44,147,,,,
2015,MITSUBISHI,OUTLANDER,VUS - PETIT,2.4,4,AV6,X,9.5,7.5,8.6,33,198,,,,
2015,MITSUBISHI,OUTLANDER 4WD,VUS - PETIT,2.4,4,AV6,X,9.9,8.1,9.1,31,209,,,,
2015,MITSUBISHI,OUTLANDER 4WD,VUS - PETIT,3.0,6,AS6,Z,11.5,8.4,10.1,28,232,,,,
2015,MITSUBISHI,RVR,VUS - PETIT,2.0,4,AV6,X,9.3,7.3,8.4,34,193,,,,
2015,MITSUBISHI,RVR,VUS - PETIT,2.0,4,M5,X,9.9,7.6,8.8,32,202,,,,
2015,MITSUBISHI,RVR 4WD,VUS - PETIT,2.0,4,AV6,X,9.6,7.7,8.8,32,202,,,,
2015,MITSUBISHI,RVR 4WD,VUS - PETIT,2.4,4,AV6,X,10.4,8.5,9.6,29,221,,,,
2015,NISSAN,370Z COUPE,DEUX PLACES,3.7,6,AS7,Z,12.6,9.2,11.1,25,255,,,,
2015,NISSAN,370Z COUPE,DEUX PLACES,3.7,6,M6,Z,13.3,9.3,11.5,25,264,,,,
2015,NISSAN,370Z ROADSTER,DEUX PLACES,3.7,6,AS7,Z,13.0,9.6,11.5,25,264,,,,
2015,NISSAN,370Z ROADSTER,DEUX PLACES,3.7,6,M6,Z,13.6,9.7,11.8,24,271,,,,
2015,NISSAN,ALTIMA,INTERMÉDIAIRE,2.5,4,AV,X,8.7,6.2,7.6,37,175,,,,
2015,NISSAN,ALTIMA,INTERMÉDIAIRE,3.5,6,AV,X,10.3,7.4,9.0,31,207,,,,
