ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT*,,,,ÉMISSIONS DE CO2,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),,
2007,MAZDA,MAZDA5,FAMILIALE - INTERMÉDIAIRE,2.3,4,M5,X,12.0,9.5,10.9,26,251,,
2007,MAZDA,MAZDA6,INTERMÉDIAIRE,2.3,4,AS5,X,11.4,8.3,10.0,28,230,,
2007,MAZDA,MAZDA6,INTERMÉDIAIRE,2.3,4,M5,X,11.4,8.2,10.0,28,230,,
2007,MAZDA,MAZDA6,INTERMÉDIAIRE,3.0,6,AS6,X,13.5,9.4,11.6,24,267,,
2007,MAZDA,MAZDA6,INTERMÉDIAIRE,3.0,6,M5,X,13.7,9.6,11.9,24,274,,
2007,MAZDA,MAZDA6 SPORT WAGON,FAMILIALE - INTERMÉDIAIRE,3.0,6,AS6,X,13.5,9.4,11.6,24,267,,
2007,MAZDA,MAZDA6 SPORT WAGON,FAMILIALE - INTERMÉDIAIRE,3.0,6,M5,X,13.7,9.6,11.9,24,274,,
2007,MAZDA,MAZDA6 TURBO,INTERMÉDIAIRE,2.3,4,M6,Z,14.0,10.1,12.2,23,281,,
2007,MAZDA,MX-5,DEUX PLACES,2.0,4,AS6,Z,11.9,8.6,10.4,27,239,,
2007,MAZDA,MX-5,DEUX PLACES,2.0,4,M5,Z,10.9,8.7,9.9,29,228,,
2007,MAZDA,MX-5,DEUX PLACES,2.0,4,M6,Z,11.1,8.6,9.9,29,228,,
2007,MAZDA,RX-8,SOUS-COMPACTE,1.3,2,AS6,Z,14.5,10.2,12.5,23,288,,
2007,MAZDA,RX-8,SOUS-COMPACTE,1.3,2,M6,Z,14.4,10.9,12.8,22,294,,
2007,MERCEDES-BENZ,B 200,FAMILIALE - PETITE,2.0,4,M5,Z,10.5,8.0,9.4,30,216,,
2007,MERCEDES-BENZ,B 200 CVT,FAMILIALE - PETITE,2.0,4,AV,Z,10.5,8.6,9.7,29,223,,
2007,MERCEDES-BENZ,B 200 CVT TURBO,FAMILIALE - PETITE,2.0,4,AV,Z,10.9,8.8,9.9,29,228,,
2007,MERCEDES-BENZ,B 200 TURBO,FAMILIALE - PETITE,2.0,4,M6,Z,11.6,8.2,10.1,28,232,,
2007,MERCEDES-BENZ,C 230 SPORT,COMPACTE,2.5,6,A7,Z,14.2,10.2,12.4,23,285,,
2007,MERCEDES-BENZ,C 230 SPORT,COMPACTE,2.5,6,M6,Z,14.2,10.2,12.4,23,285,,
2007,MERCEDES-BENZ,C 280,COMPACTE,3.0,6,A7,Z,12.3,9.0,10.9,26,251,,
2007,MERCEDES-BENZ,C 280 4-MATIC,COMPACTE,3.0,6,A5,Z,13.6,9.7,11.9,24,274,,
2007,MERCEDES-BENZ,C 350 4-MATIC,COMPACTE,3.5,6,A5,Z,14.0,10.7,12.6,22,290,,
2007,MERCEDES-BENZ,C 350 SPORT,COMPACTE,3.5,6,A7,Z,13.2,8.9,11.3,25,260,,
2007,MERCEDES-BENZ,C 350 SPORT,COMPACTE,3.5,6,M6,Z,13.4,9.1,11.5,25,265,,
2007,MERCEDES-BENZ,CL 550,COMPACTE,5.5,8,A7,Z,17.1,11.4,14.6,19,336,,
2007,MERCEDES-BENZ,CL 600 TURBO,COMPACTE,6.0,12,A5,Z,20.3,13.5,17.2,16,396,,
2007,MERCEDES-BENZ,CLK 350 CABRIOLET,SOUS-COMPACTE,3.5,6,A7,Z,13.8,9.3,11.8,24,271,,
2007,MERCEDES-BENZ,CLK 350 COUPE,SOUS-COMPACTE,3.5,6,A7,Z,13.8,9.3,11.8,24,271,,
2007,MERCEDES-BENZ,CLK 550 CABRIOLET,SOUS-COMPACTE,5.5,8,A7,Z,16.2,10.9,13.8,20,317,,
2007,MERCEDES-BENZ,CLK 550 COUPE,SOUS-COMPACTE,5.5,8,A7,Z,16.0,10.9,13.7,21,315,,
2007,MERCEDES-BENZ,CLK 63 AMG CABRIOLET,SOUS-COMPACTE,6.2,8,AS7,Z,20.3,12.9,17.0,17,391,,
2007,MERCEDES-BENZ,CLS 550,COMPACTE,5.5,8,A7,Z,17.3,11.7,14.8,19,340,,
2007,MERCEDES-BENZ,CLS 63 AMG #,COMPACTE,6.2,8,AS7,Z,19.5,13.0,16.6,17,382,,
2007,MERCEDES-BENZ,E 280 4-MATIC,INTERMÉDIAIRE,3.0,6,A5,Z,14.6,10.7,12.9,22,297,,
2007,MERCEDES-BENZ,E 320 CDI TURBO,INTERMÉDIAIRE,3.0,6,A7,D,10.3,7.1,8.9,32,240,,
2007,MERCEDES-BENZ,E 350 4-MATIC,INTERMÉDIAIRE,3.5,6,A5,Z,14.5,10.4,12.6,22,290,,
2007,MERCEDES-BENZ,E 350 4-MATIC WAGON,FAMILIALE - INTERMÉDIAIRE,3.5,6,A5,Z,14.8,10.9,13.0,22,299,,
2007,MERCEDES-BENZ,E 550 4-MATIC,INTERMÉDIAIRE,5.5,8,A5,Z,17.3,11.8,14.8,19,340,,
2007,MERCEDES-BENZ,E 63 AMG #,INTERMÉDIAIRE,6.2,8,A7,Z,19.0,12.7,16.2,17,373,,
2007,MERCEDES-BENZ,E 63 AMG WAGON #,FAMILIALE - INTERMÉDIAIRE,5.5,8,A7,Z,19.3,13.0,16.5,17,380,,
2007,MERCEDES-BENZ,GL 320 CDI,VUS,3.0,6,A7,D,13.1,10.1,11.7,24,316,,
2007,MERCEDES-BENZ,GL 450,VUS,4.6,8,A7,Z,18.1,13.7,16.1,18,370,,
2007,MERCEDES-BENZ,MAYBACH 57S TURBO,GRANDE BERLINE,5.5,12,A5,Z,23.3,15.1,19.6,14,451,,
2007,MERCEDES-BENZ,MAYBACH 62 TURBO,GRANDE BERLINE,5.5,12,A5,Z,22.4,14.9,19.0,15,437,,
2007,MERCEDES-BENZ,ML 320 CDI,VUS,3.0,6,A7,D,12.5,9.6,11.2,25,302,,
2007,MERCEDES-BENZ,ML 350,VUS,3.5,6,A7,Z,15.7,11.9,14.0,20,322,,
2007,MERCEDES-BENZ,ML 500,VUS,5.0,8,A7,Z,18.5,13.6,16.3,17,375,,
2007,MERCEDES-BENZ,ML 63 AMG,VUS,6.2,8,A7,Z,22.1,16.2,19.5,14,449,,
2007,MERCEDES-BENZ,R 320 CDI,VUS,3.0,6,A7,D,12.7,9.1,11.1,25,300,,
2007,MERCEDES-BENZ,R 350,VUS,3.5,6,A7,Z,16.1,12.0,14.2,20,327,,
2007,MERCEDES-BENZ,R 500,VUS,5.0,8,A7,Z,19.4,13.4,16.7,17,384,,
2007,MERCEDES-BENZ,R 63 AMG,VUS,6.2,8,A7,Z,22.2,15.7,19.3,15,444,,
2007,MERCEDES-BENZ,S 550V,GRANDE BERLINE,5.5,8,A7,Z,16.7,10.9,14.1,20,324,,
2007,MERCEDES-BENZ,S 550V 4-MATIC,GRANDE BERLINE,5.5,8,A7,Z,16.9,11.3,14.4,20,331,,
2007,MERCEDES-BENZ,S 600V,GRANDE BERLINE,6.0,12,A5,Z,20.3,13.3,17.1,17,393,,
2007,MERCEDES-BENZ,S 65 AMG,GRANDE BERLINE,6.0,12,A5,Z,20.7,12.9,17.2,16,396,,
2007,MERCEDES-BENZ,SL 55 AMG #,DEUX PLACES,5.4,8,AS5,Z,19.3,13.5,16.7,17,384,,
2007,MERCEDES-BENZ,SL 550,DEUX PLACES,5.5,8,A7,Z,18.3,11.4,15.2,19,350,,
2007,MERCEDES-BENZ,SL 600 TURBO,DEUX PLACES,6.0,12,A5,Z,20.4,13.5,17.3,16,398,,
2007,MERCEDES-BENZ,SL 65 AMG TURBO,DEUX PLACES,6.0,12,AS5,Z,20.4,13.3,17.2,16,396,,
2007,MERCEDES-BENZ,SLK 280,DEUX PLACES,3.0,6,A7,Z,13.4,9.6,11.7,24,269,,
2007,MERCEDES-BENZ,SLK 280,DEUX PLACES,3.0,6,M6,Z,13.5,9.5,11.7,24,269,,
2007,MERCEDES-BENZ,SLK 350,DEUX PLACES,3.5,6,A7,Z,13.8,10.2,12.2,23,281,,
2007,MERCEDES-BENZ,SLK 350,DEUX PLACES,3.5,6,M6,Z,14.4,10.2,12.5,23,288,,
2007,MERCEDES-BENZ,SLK 55 AMG,DEUX PLACES,5.5,8,AS7,Z,16.7,11.5,14.4,20,331,,
2007,MERCEDES-BENZ,SLR #,DEUX PLACES,5.4,8,AS5,Z,20.7,14.5,17.9,16,412,,
2007,MINI,COOPER,MINICOMPACTE,1.6,4,A6,Z,9.1,7.1,8.2,34,189,,
2007,MINI,COOPER,MINICOMPACTE,1.6,4,M6,Z,8.5,6.5,7.6,37,175,,
2007,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.6,4,AV,Z,10.5,7.9,9.3,30,214,,
2007,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.6,4,M5,Z,10.3,7.4,9.0,31,207,,
2007,MINI,COOPER S,MINICOMPACTE,1.6,4,A6,Z,10.2,7.4,9.0,31,207,,
2007,MINI,COOPER S,MINICOMPACTE,1.6,4,M6,Z,9.3,7.2,8.3,34,191,,
2007,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,1.6,4,A6,Z,12.1,8.3,10.4,27,239,,
2007,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,1.6,4,M6,Z,11.2,8.3,9.9,29,228,,
2007,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,2.4,4,AS4,X,11.8,8.9,10.5,27,242,,
2007,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,2.4,4,M5,X,12.0,8.7,10.5,27,242,,
2007,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,3.8,6,AS5,Z,14.2,9.4,12.0,24,276,,
2007,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,3.8,6,M6,Z,14.9,9.7,12.6,22,290,,
2007,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACTE,2.4,4,AS4,X,12.2,9.0,10.8,26,248,,
2007,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACTE,2.4,4,M5,X,12.0,8.7,10.5,27,242,,
2007,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACTE,3.8,6,AS5,Z,14.2,9.4,12.0,24,276,,
2007,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACTE,3.8,6,M6,Z,14.9,9.7,12.6,22,290,,
2007,MITSUBISHI,ENDEAVOR,VUS,3.8,6,AS4,Z,15.2,10.7,13.2,21,304,,
2007,MITSUBISHI,ENDEAVOR 4X4,VUS,3.8,6,AS4,Z,15.6,11.9,14.0,20,322,,
2007,MITSUBISHI,GALANT,INTERMÉDIAIRE,2.4,4,AS4,X,11.8,8.9,10.5,27,242,,
2007,MITSUBISHI,GALANT,INTERMÉDIAIRE,3.8,6,AS5,Z,14.2,9.4,12.0,24,276,,
2007,MITSUBISHI,GALANT,INTERMÉDIAIRE,3.8,6,AS5,Z,14.4,9.5,12.2,23,281,,
2007,MITSUBISHI,OUTLANDER,VUS,3.0,6,AS6,X,13.5,9.6,11.8,24,271,,
2007,MITSUBISHI,OUTLANDER 4X4,VUS,3.0,6,AS6,X,13.7,10.1,12.1,23,278,,
2007,NISSAN,ALTIMA,INTERMÉDIAIRE,2.5,4,AV,X,10.2,7.5,9.0,31,207,,
2007,NISSAN,ALTIMA,INTERMÉDIAIRE,2.5,4,M6,X,10.2,7.3,8.9,32,205,,
2007,NISSAN,ALTIMA,INTERMÉDIAIRE,3.5,6,AV,Z,12.0,9.1,10.7,26,246,,
2007,NISSAN,ALTIMA,INTERMÉDIAIRE,3.5,6,M6,Z,12.8,8.7,10.9,26,251,,
2007,NISSAN,ALTIMA HYBRID,INTERMÉDIAIRE,2.5,4,AV,X,6.7,7.1,6.9,41,159,,
2007,NISSAN,ARMADA 4X4,VUS,5.6,8,A5,X,19.7,13.9,17.1,17,393,,
2007,NISSAN,FRONTIER,CAMIONNETTE - ORDINAIRE,2.5,4,A5,X,14.2,10.9,12.7,22,292,,
2007,NISSAN,FRONTIER,CAMIONNETTE - ORDINAIRE,2.5,4,M5,X,12.1,10.3,11.3,25,260,,
2007,NISSAN,FRONTIER V6,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.2,12.0,14.3,20,329,,
2007,NISSAN,FRONTIER V6,CAMIONNETTE - ORDINAIRE,4.0,6,M6,X,15.1,11.9,13.7,21,315,,
2007,NISSAN,FRONTIER V6 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.6,12.5,14.7,19,338,,
2007,NISSAN,FRONTIER V6 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,M6,X,15.4,12.2,14.0,20,322,,
2007,NISSAN,MAXIMA,INTERMÉDIAIRE,3.5,6,AV,Z,12.6,9.3,11.1,25,255,,
2007,NISSAN,MURANO,VUS,3.5,6,AV,Z,13.2,10.2,11.8,24,271,,
2007,NISSAN,MURANO AWD,VUS,3.5,6,AV,Z,13.6,10.5,12.2,23,281,,
2007,NISSAN,PATHFINDER 4X4,VUS,4.0,6,A5,Z,17.0,12.2,14.9,19,343,,
2007,NISSAN,QUEST,FOURGONNETTE,3.5,6,A5,Z,14.5,10.1,12.5,23,288,,
2007,NISSAN,SENTRA,INTERMÉDIAIRE,2.0,4,AV,X,9.5,7.2,8.4,34,193,,
2007,NISSAN,SENTRA,INTERMÉDIAIRE,2.0,4,M6,X,9.6,7.6,8.7,32,200,,
2007,NISSAN,TITAN,CAMIONNETTE - ORDINAIRE,5.6,8,A5,X,18.7,13.5,16.4,17,377,,
2007,NISSAN,TITAN 4X4,CAMIONNETTE - ORDINAIRE,5.6,8,A5,X,19.6,14.2,17.1,17,393,,
2007,NISSAN,VERSA,INTERMÉDIAIRE,1.8,4,A4,X,9.8,7.4,8.7,32,200,,
2007,NISSAN,VERSA,INTERMÉDIAIRE,1.8,4,AV,X,9.2,7.3,8.3,34,191,,
2007,NISSAN,VERSA,INTERMÉDIAIRE,1.8,4,M6,X,9.2,7.5,8.4,34,193,,
2007,NISSAN,XTERRA 4X4,VUS,4.0,6,A5,X,16.4,12.1,14.5,19,334,,
2007,NISSAN,XTERRA 4X4,VUS,4.0,6,M6,X,15.1,11.9,13.7,21,315,,
2007,PONTIAC,G5,SOUS-COMPACTE,2.2,4,A4,X,11.0,7.9,9.6,29,221,,
2007,PONTIAC,G5,SOUS-COMPACTE,2.2,4,M5,X,10.5,7.1,9.0,31,207,,
2007,PONTIAC,G5,SOUS-COMPACTE,2.4,4,A4,Z,10.8,8.0,9.5,30,219,,
2007,PONTIAC,G5,SOUS-COMPACTE,2.4,4,M5,Z,10.8,7.5,9.3,30,214,,
2007,PONTIAC,G6,COMPACTE,2.4,4,A4,X,11.6,7.9,9.9,29,228,,
2007,PONTIAC,G6,COMPACTE,3.5,6,A4,X,13.0,8.6,11.0,26,253,,
2007,PONTIAC,G6,COMPACTE,3.5,6,AS4,X,13.4,9.0,11.4,25,262,,
2007,PONTIAC,G6,COMPACTE,3.6,6,AS6,X,13.4,9.0,11.4,25,262,,
2007,PONTIAC,G6,COMPACTE,3.9,6,M6,X,14.6,9.4,12.2,23,281,,
2007,PONTIAC,G6 CONVERTIBLE,COMPACTE,3.5,6,AS4,X,13.4,9.0,11.4,25,262,,
2007,PONTIAC,G6 CONVERTIBLE,COMPACTE,3.9,6,AS4,X,15.2,10.5,13.1,22,301,,
2007,PONTIAC,GRAND PRIX,INTERMÉDIAIRE,3.8,6,A4,X,13.3,8.5,11.1,25,255,,
2007,PONTIAC,GRAND PRIX,INTERMÉDIAIRE,5.3,8,AS4,Z,14.5,9.3,12.1,23,278,,
2007,PONTIAC,GRAND PRIX #,INTERMÉDIAIRE,3.8,6,A4,X,14.2,9.0,11.8,24,271,,
2007,PONTIAC,GRAND PRIX #,INTERMÉDIAIRE,3.8,6,AS4,X,14.3,9.1,12.0,24,276,,
2007,PONTIAC,MONTANA SV6,FOURGONNETTE,3.9,6,A4,X,14.7,10.1,12.6,22,290,,
2007,PONTIAC,MONTANA SV6 FFV,FOURGONNETTE,3.9,6,A4,X,14.8,10.1,12.7,22,292,,
2007,PONTIAC,MONTANA SV6 FFV,FOURGONNETTE,3.9,6,A4,E,19.7,13.5,16.9,17,270,,
2007,PONTIAC,SOLSTICE,DEUX PLACES,2.4,4,A5,Z,12.2,9.8,11.2,25,258,,
2007,PONTIAC,SOLSTICE,DEUX PLACES,2.4,4,M5,Z,13.4,9.0,11.4,25,262,,
2007,PONTIAC,SOLSTICE TURBO,DEUX PLACES,2.0,4,A5,Z,12.7,8.9,11.0,26,253,,
2007,PONTIAC,SOLSTICE TURBO,DEUX PLACES,2.0,4,M5,Z,12.2,8.3,10.5,27,242,,
2007,PONTIAC,TORRENT,VUS,3.4,6,A5,X,13.7,9.8,12.0,24,276,,
2007,PONTIAC,TORRENT AWD,VUS,3.4,6,A5,X,14.2,10.2,12.4,23,285,,
2007,PONTIAC,VIBE,FAMILIALE - PETITE,1.8,4,A4,X,9.5,7.5,8.6,33,198,,
2007,PONTIAC,VIBE,FAMILIALE - PETITE,1.8,4,M5,X,9.2,7.1,8.2,34,189,,
2007,PONTIAC,WAVE,COMPACTE,1.6,4,A4,X,10.4,7.5,9.1,31,209,,
2007,PONTIAC,WAVE,COMPACTE,1.6,4,M5,X,10.2,7.1,8.8,32,202,,
2007,PONTIAC,WAVE 5,SOUS-COMPACTE,1.6,4,A4,X,10.4,7.5,9.1,31,209,,
2007,PONTIAC,WAVE 5,SOUS-COMPACTE,1.6,4,M5,X,10.2,7.1,8.8,32,202,,
2007,PORSCHE,911 GT3,MINICOMPACTE,3.6,6,M6,Z,15.6,10.5,13.3,21,306,,
2007,PORSCHE,911 GT3 RS,MINICOMPACTE,3.6,6,M6,Z,15.2,10.4,13.0,22,299,,
2007,PORSCHE,911 TURBO,MINICOMPACTE,3.6,6,AS6,Z,15.4,10.1,13.0,22,299,,
2007,PORSCHE,911 TURBO,MINICOMPACTE,3.6,6,M6,Z,14.9,10.1,12.7,22,292,,
2007,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,AS6,Z,12.5,9.0,10.9,26,251,,
2007,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,M5,Z,11.5,8.1,10.0,28,230,,
2007,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,M6,Z,12.3,8.3,10.5,27,242,,
2007,PORSCHE,BOXSTER S,DEUX PLACES,3.2,6,AS6,Z,13.1,9.4,11.4,25,262,,
2007,PORSCHE,BOXSTER S,DEUX PLACES,3.2,6,M6,Z,13.3,9.1,11.4,25,262,,
2007,PORSCHE,CARRERA 2 CABRIOLET,MINICOMPACTE,3.6,6,AS6,Z,13.4,9.8,11.8,24,271,,
2007,PORSCHE,CARRERA 2 CABRIOLET,MINICOMPACTE,3.6,6,M6,Z,14.4,9.8,12.3,23,283,,
2007,PORSCHE,CARRERA 2 COUPE,MINICOMPACTE,3.6,6,AS6,Z,13.4,9.8,11.8,24,271,,
2007,PORSCHE,CARRERA 2 COUPE,MINICOMPACTE,3.6,6,M6,Z,14.4,9.8,12.3,23,283,,
2007,PORSCHE,CARRERA 2S CABRIOLET,MINICOMPACTE,3.8,6,AS6,Z,13.5,9.8,11.9,24,274,,
2007,PORSCHE,CARRERA 2S CABRIOLET,MINICOMPACTE,3.8,6,M6,Z,14.7,9.9,12.5,23,288,,
2007,PORSCHE,CARRERA 2S COUPE,MINICOMPACTE,3.8,6,AS6,Z,13.5,9.8,11.9,24,274,,
2007,PORSCHE,CARRERA 2S COUPE,MINICOMPACTE,3.8,6,M6,Z,14.7,9.9,12.5,23,288,,
2007,PORSCHE,CARRERA 4 CABRIOLET,MINICOMPACTE,3.6,6,AS6,Z,13.9,9.9,12.1,23,278,,
2007,PORSCHE,CARRERA 4 CABRIOLET,MINICOMPACTE,3.6,6,M6,Z,14.5,9.9,12.4,23,285,,
2007,PORSCHE,CARRERA 4 COUPE,MINICOMPACTE,3.6,6,AS6,Z,13.9,9.9,12.1,23,278,,
2007,PORSCHE,CARRERA 4 COUPE,MINICOMPACTE,3.6,6,M6,Z,14.5,9.9,12.4,23,285,,
2007,PORSCHE,CARRERA 4 TARGA,MINICOMPACTE,3.6,6,AS6,Z,13.9,9.9,12.1,23,278,,
2007,PORSCHE,CARRERA 4 TARGA,MINICOMPACTE,3.6,6,M6,Z,14.5,9.9,12.4,23,285,,
2007,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACTE,3.8,6,AS6,Z,13.8,10.3,12.2,23,281,,
2007,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACTE,3.8,6,M6,Z,15.2,10.3,13.0,22,299,,
2007,PORSCHE,CARRERA 4S COUPE,MINICOMPACTE,3.8,6,AS6,Z,13.8,10.3,12.2,23,281,,
2007,PORSCHE,CARRERA 4S COUPE,MINICOMPACTE,3.8,6,M6,Z,15.2,10.3,13.0,22,299,,
2007,PORSCHE,CARRERA 4S TARGA,MINICOMPACTE,3.8,6,AS6,Z,13.8,10.3,12.2,23,281,,
2007,PORSCHE,CARRERA 4S TARGA,MINICOMPACTE,3.8,6,M6,Z,15.2,10.3,13.0,22,299,,
2007,PORSCHE,CAYMAN,DEUX PLACES,2.7,6,AS6,Z,12.5,9.0,10.9,26,251,,
2007,PORSCHE,CAYMAN,DEUX PLACES,2.7,6,M5,Z,11.5,8.1,10.0,28,230,,
2007,PORSCHE,CAYMAN,DEUX PLACES,2.7,6,M6,Z,12.3,8.3,10.5,27,242,,
2007,PORSCHE,CAYMAN S,DEUX PLACES,3.2,6,AS6,Z,13.1,9.4,11.4,25,262,,
2007,PORSCHE,CAYMAN S,DEUX PLACES,3.2,6,M6,Z,13.3,9.1,11.4,25,262,,
2007,ROLLS-ROYCE,PHANTOM,INTERMÉDIAIRE,6.7,12,A6,Z,20.0,13.4,17.0,17,391,,
2007,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.0,4,AS5,Z,13.1,8.7,11.1,25,255,,
2007,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.0,4,M6,Z,13.0,8.8,11.1,25,255,,
2007,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.8,6,AS6,Z,15.6,9.1,12.7,22,292,,
2007,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.8,6,M6,Z,14.8,9.1,12.2,23,281,,
2007,SAAB,9-3 SPORT TURBO,COMPACTE,2.0,4,AS5,Z,12.7,8.5,10.8,26,248,,
2007,SAAB,9-3 SPORT TURBO,COMPACTE,2.0,4,M6,Z,12.2,8.5,10.5,27,242,,
2007,SAAB,9-3 SPORT TURBO,COMPACTE,2.8,6,AS6,Z,15.6,9.1,12.7,22,292,,
2007,SAAB,9-3 SPORT TURBO,COMPACTE,2.8,6,M6,Z,14.8,9.1,12.2,23,281,,
2007,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.0,4,AS5,Z,13.1,8.7,11.1,25,255,,
2007,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.0,4,M6,Z,12.2,8.5,10.5,27,242,,
2007,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.8,6,AS6,Z,15.6,9.1,12.7,22,292,,
2007,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.8,6,M6,Z,14.8,9.1,12.2,23,281,,
2007,SAAB,9-5 SPORTCOMBI TURBO,FAMILIALE - INTERMÉDIAIRE,2.3,4,AS5,Z,13.8,8.8,11.6,24,267,,
2007,SAAB,9-5 SPORTCOMBI TURBO,FAMILIALE - INTERMÉDIAIRE,2.3,4,M5,Z,13.1,8.6,11.1,25,255,,
2007,SAAB,9-5 TURBO,INTERMÉDIAIRE,2.3,4,AS5,Z,13.8,8.8,11.6,24,267,,
2007,SAAB,9-5 TURBO,INTERMÉDIAIRE,2.3,4,M5,Z,13.1,8.6,11.1,25,255,,
2007,SAAB,9-7X AWD,VUS,4.2,6,A4,X,17.0,11.9,14.7,19,338,,
2007,SAAB,9-7X AWD,VUS,5.3,8,A4,X,17.1,12.0,14.8,19,340,,
2007,SATURN,AURA,INTERMÉDIAIRE,3.5,6,A4,X,13.0,8.6,11.0,26,253,,
2007,SATURN,AURA,INTERMÉDIAIRE,3.6,6,AS6,X,13.4,9.0,11.4,25,262,,
2007,SATURN,AURA HYBRID,INTERMÉDIAIRE,2.4,4,A4,X,9.8,7.4,8.7,32,200,,
2007,SATURN,ION,SOUS-COMPACTE,2.2,4,A4,X,11.0,7.9,9.6,29,221,,
2007,SATURN,ION,SOUS-COMPACTE,2.2,4,M5,X,10.5,7.1,9.0,31,207,,
2007,SATURN,ION,SOUS-COMPACTE,2.4,4,A4,Z,10.8,8.0,9.5,30,219,,
2007,SATURN,ION,SOUS-COMPACTE,2.4,4,M5,Z,10.8,7.5,9.3,30,214,,
2007,SATURN,ION #,SOUS-COMPACTE,2.0,4,M5,Z,11.9,8.5,10.4,27,239,,
2007,SATURN,OUTLOOK,VUS,3.6,6,A6,X,14.6,9.8,12.4,23,285,,
2007,SATURN,OUTLOOK AWD,VUS,3.6,6,A6,X,15.1,10.5,13.0,22,299,,
2007,SATURN,RELAY,FOURGONNETTE,3.9,6,A4,X,14.7,10.1,12.6,22,290,,
2007,SATURN,RELAY FFV,FOURGONNETTE,3.9,6,A4,X,14.8,10.1,12.7,22,292,,
2007,SATURN,RELAY FFV,FOURGONNETTE,3.9,6,A4,E,19.7,13.5,16.9,17,270,,
2007,SATURN,SKY,DEUX PLACES,2.4,4,A5,Z,12.2,9.8,11.2,25,258,,
2007,SATURN,SKY,DEUX PLACES,2.4,4,M5,Z,13.4,9.0,11.4,25,262,,
2007,SATURN,SKY TURBO,DEUX PLACES,2.0,4,A5,Z,12.7,8.9,11.0,26,253,,
2007,SATURN,SKY TURBO,DEUX PLACES,2.0,4,M5,Z,12.2,8.3,10.5,27,242,,
2007,SATURN,VUE,VUS,2.2,4,A4,X,12.5,9.6,11.2,25,258,,
2007,SATURN,VUE,VUS,2.2,4,M5,X,12.8,8.9,11.0,26,253,,
2007,SATURN,VUE,VUS,3.5,6,A5,X,13.4,9.3,11.5,25,265,,
2007,SATURN,VUE AWD,VUS,3.5,6,A5,X,14.2,9.9,12.3,23,283,,
2007,SATURN,VUE HYBRID,VUS,2.4,4,A4,X,10.1,8.0,9.2,31,212,,
2007,SUBARU,B9 TRIBECA,VUS,3.0,4,AS5,Z,14.9,11.2,13.2,21,304,,
2007,SUBARU,FORESTER 2.5X,VUS,2.5,4,A4,X,11.8,9.1,10.6,27,244,,
2007,SUBARU,FORESTER 2.5X,VUS,2.5,4,M5,X,12.1,8.9,10.7,26,246,,
2007,SUBARU,FORESTER 2.5XS,VUS,2.5,4,A4,X,11.8,9.1,10.6,27,244,,
2007,SUBARU,FORESTER 2.5XS,VUS,2.5,4,M5,X,12.1,8.9,10.7,26,246,,
2007,SUBARU,FORESTER 2.5XT,VUS,2.5,4,M5,Z,12.9,10.1,11.6,24,267,,
2007,SUBARU,FORESTER 2.5XT,VUS,2.5,4,M6,Z,13.2,9.5,11.5,25,265,,
2007,SUBARU,IMPREZA 2.5i,SOUS-COMPACTE,2.5,4,A4,X,11.8,9.1,10.6,27,244,,
2007,SUBARU,IMPREZA 2.5i,SOUS-COMPACTE,2.5,4,M5,X,12.1,8.9,10.7,26,246,,
2007,SUBARU,IMPREZA 2.5i SPORT WAGON,FAMILIALE - PETITE,2.5,4,A4,X,11.8,9.1,10.6,27,244,,
