ANNÉE,MARQUE,MODÈLE,CATÉGORIE DE,CYLINDRÉE,CYLINDRES,TRANSMISSION,TYPE DE,CONSOMMATION DE CARBURANT*,,,,ÉMISSIONS DE CO2,,
MODÈLE,,,VÉHICULE,(L),,,CARBURANT,VILLE (L/100 km),ROUTE (L/100 km),COMB (L/100 km),COMB (mi/gal),(g/km),,
2006,MAZDA,MX-5,DEUX PLACES,2.0,4,AS6,Z,11.7,8.5,10.2,28,235,,
2006,MAZDA,MX-5,DEUX PLACES,2.0,4,M5,Z,10.9,8.7,9.9,29,228,,
2006,MAZDA,MX-5,DEUX PLACES,2.0,4,M6,Z,11.1,8.6,9.9,29,228,,
2006,MAZDA,RX-8,SOUS-COMPACTE,1.3,2,AS6,Z,14.5,10.2,12.5,23,288,,
2006,MAZDA,RX-8,SOUS-COMPACTE,1.3,2,M6,Z,14.4,10.9,12.8,22,294,,
2006,MAZDA,TRIBUTE,VUS,2.3,4,A4,X,11.8,9.9,11.0,26,253,,
2006,MAZDA,TRIBUTE,VUS,2.3,4,M5,X,11.3,8.7,10.1,28,232,,
2006,MAZDA,TRIBUTE,VUS,3.0,6,A4,X,13.4,10.4,12.1,23,278,,
2006,MAZDA,TRIBUTE 4X4,VUS,2.3,4,A4,X,12.9,10.6,11.9,24,274,,
2006,MAZDA,TRIBUTE 4X4,VUS,2.3,4,M5,X,12.0,9.5,10.9,26,251,,
2006,MAZDA,TRIBUTE 4X4,VUS,3.0,6,A4,X,14.0,11.1,12.7,22,292,,
2006,MERCEDES-BENZ,B 200 #,FAMILIALE - PETITE,2.0,4,M5,Z,10.5,8.0,9.4,30,216,,
2006,MERCEDES-BENZ,B 200 CVT #,FAMILIALE - PETITE,2.0,4,AV,Z,10.5,8.6,9.7,29,223,,
2006,MERCEDES-BENZ,B 200 CVT TURBO,FAMILIALE - PETITE,2.0,4,AV,Z,10.9,8.8,9.9,29,228,,
2006,MERCEDES-BENZ,B 200 TURBO,FAMILIALE - PETITE,2.0,4,M6,Z,11.6,8.2,10.1,28,232,,
2006,MERCEDES-BENZ,C 230 #,COMPACTE,2.5,6,A7,Z,12.6,8.7,10.8,26,248,,
2006,MERCEDES-BENZ,C 230 #,COMPACTE,2.5,6,M6,Z,13.0,8.7,11.0,26,253,,
2006,MERCEDES-BENZ,C 230 SPORT #,COMPACTE,2.5,6,A7,Z,12.6,8.7,10.8,26,248,,
2006,MERCEDES-BENZ,C 230 SPORT #,COMPACTE,2.5,6,M6,Z,13.0,8.7,11.0,26,253,,
2006,MERCEDES-BENZ,C 280 #,COMPACTE,3.0,6,A7,Z,13.0,9.0,11.2,25,258,,
2006,MERCEDES-BENZ,C 280 4-MATIC #,COMPACTE,3.0,6,A5,Z,13.6,9.7,11.9,24,274,,
2006,MERCEDES-BENZ,C 350 4-MATIC #,COMPACTE,3.5,6,A5,Z,14.0,10.7,12.6,22,290,,
2006,MERCEDES-BENZ,C 350 SPORT #,COMPACTE,3.5,6,A7,Z,13.3,8.9,11.3,25,260,,
2006,MERCEDES-BENZ,C 350 SPORT #,COMPACTE,3.5,6,M6,Z,13.2,9.0,11.3,25,260,,
2006,MERCEDES-BENZ,C 55 AMG #,COMPACTE,5.4,8,AS5,Z,15.7,11.8,14.0,20,322,,
2006,MERCEDES-BENZ,CL 500 #,COMPACTE,5.0,8,A7,Z,16.4,10.7,13.8,20,317,,
2006,MERCEDES-BENZ,CL 55K AMG #,COMPACTE,5.4,8,AS5,Z,17.9,11.7,15.1,19,347,,
2006,MERCEDES-BENZ,CL 600 TURBO,COMPACTE,5.5,12,A5,Z,20.3,13.6,17.3,16,398,,
2006,MERCEDES-BENZ,CL 65 AMG TURBO,COMPACTE,6.0,12,AS5,Z,20.4,13.0,17.1,17,393,,
2006,MERCEDES-BENZ,CLK 350 #,SOUS-COMPACTE,3.5,6,A7,Z,13.7,9.1,11.7,24,269,,
2006,MERCEDES-BENZ,CLK 350 CABRIOLET #,SOUS-COMPACTE,3.5,6,A7,Z,14.4,9.7,12.3,23,283,,
2006,MERCEDES-BENZ,CLK 500 #,SOUS-COMPACTE,5.0,8,A7,Z,15.6,10.3,13.2,21,304,,
2006,MERCEDES-BENZ,CLK 500 CABRIOLET #,SOUS-COMPACTE,5.0,8,A7,Z,15.6,10.3,13.2,21,304,,
2006,MERCEDES-BENZ,CLK 55 AMG CABRIOLET #,SOUS-COMPACTE,5.4,8,AS5,Z,16.1,11.4,14.0,20,322,,
2006,MERCEDES-BENZ,CLS 500 #,COMPACTE,5.0,8,A7,Z,16.8,11.7,14.5,19,334,,
2006,MERCEDES-BENZ,CLS 55 AMG #,COMPACTE,5.4,8,AS5,Z,18.0,12.6,15.5,18,357,,
2006,MERCEDES-BENZ,E 320 CDI TURBO,INTERMÉDIAIRE,3.2,6,A5,D,10.2,7.1,8.8,32,238,,
2006,MERCEDES-BENZ,E 350 #,INTERMÉDIAIRE,3.5,6,A7,Z,13.8,9.5,11.9,24,274,,
2006,MERCEDES-BENZ,E 350 4-MATIC #,INTERMÉDIAIRE,3.5,6,A5,Z,14.4,10.4,12.6,22,290,,
2006,MERCEDES-BENZ,E 350 4-MATIC WAGON #,FAMILIALE - INTERMÉDIAIRE,3.5,6,A5,Z,14.8,10.9,13.0,22,299,,
2006,MERCEDES-BENZ,E 350 WAGON #,FAMILIALE - INTERMÉDIAIRE,3.5,6,A7,Z,14.4,9.8,12.3,23,283,,
2006,MERCEDES-BENZ,E 500 #,INTERMÉDIAIRE,5.0,8,A7,Z,15.6,10.3,13.2,21,304,,
2006,MERCEDES-BENZ,E 500 4-MATIC #,INTERMÉDIAIRE,5.0,8,A5,Z,16.4,12.5,14.6,19,336,,
2006,MERCEDES-BENZ,E 500 4-MATIC WAGON #,FAMILIALE - INTERMÉDIAIRE,5.0,8,A5,Z,16.5,12.8,14.8,19,340,,
2006,MERCEDES-BENZ,E 55 AMG #,INTERMÉDIAIRE,5.4,8,AS5,Z,17.6,12.1,15.1,19,347,,
2006,MERCEDES-BENZ,E 55 AMG WAGON #,FAMILIALE - INTERMÉDIAIRE,5.4,8,AS5,Z,17.9,12.0,15.2,19,350,,
2006,MERCEDES-BENZ,MAYBACH 57 TURBO,GRANDE BERLINE,5.5,12,A5,Z,21.6,14.6,18.5,15,426,,
2006,MERCEDES-BENZ,MAYBACH 62 TURBO,GRANDE BERLINE,5.5,12,A5,Z,21.5,14.7,18.5,15,426,,
2006,MERCEDES-BENZ,ML 350 #,VUS,3.5,6,A7,Z,16.3,12.5,14.6,19,336,,
2006,MERCEDES-BENZ,ML 500 #,VUS,5.0,8,A7,Z,18.6,13.6,16.4,17,377,,
2006,MERCEDES-BENZ,R 350 #,VUS,3.5,6,A7,Z,16.1,12.0,14.2,20,327,,
2006,MERCEDES-BENZ,R 500 #,VUS,5.0,8,A7,Z,20.0,14.3,17.4,16,400,,
2006,MERCEDES-BENZ,S 430V #,GRANDE BERLINE,4.3,8,A7,Z,15.1,9.8,12.7,22,292,,
2006,MERCEDES-BENZ,S 430V 4-MATIC #,GRANDE BERLINE,4.3,8,A5,Z,15.9,11.4,13.9,20,320,,
2006,MERCEDES-BENZ,S 430W 4-MATIC #,GRANDE BERLINE,4.3,8,A5,Z,15.9,11.4,13.9,20,320,,
2006,MERCEDES-BENZ,S 500V #,GRANDE BERLINE,5.0,8,A7,Z,16.4,10.7,13.8,20,317,,
2006,MERCEDES-BENZ,S 500V 4-MATIC #,GRANDE BERLINE,5.0,8,A5,Z,16.7,11.8,14.5,19,334,,
2006,MERCEDES-BENZ,S 55 AMG #,GRANDE BERLINE,5.4,8,AS5,Z,17.9,11.7,15.1,19,347,,
2006,MERCEDES-BENZ,S 600V TURBO,GRANDE BERLINE,5.5,12,A5,Z,20.8,13.6,17.6,16,405,,
2006,MERCEDES-BENZ,S 65 AMG TURBO,GRANDE BERLINE,6.0,12,AS5,Z,20.4,13.0,17.1,17,393,,
2006,MERCEDES-BENZ,SL 500 #,DEUX PLACES,5.0,8,A7,Z,16.8,10.9,14.1,20,324,,
2006,MERCEDES-BENZ,SL 55 AMG #,DEUX PLACES,5.4,8,AS5,Z,18.9,12.7,16.1,18,370,,
2006,MERCEDES-BENZ,SL 600 TURBO,DEUX PLACES,5.5,12,A5,Z,20.4,13.4,17.2,16,396,,
2006,MERCEDES-BENZ,SL 65 AMG TURBO,DEUX PLACES,6.0,12,AS5,Z,20.0,13.0,16.9,17,389,,
2006,MERCEDES-BENZ,SLK 280 #,DEUX PLACES,3.0,6,A7,Z,13.1,9.5,11.5,25,265,,
2006,MERCEDES-BENZ,SLK 280 #,DEUX PLACES,3.0,6,M6,Z,13.6,9.5,11.8,24,271,,
2006,MERCEDES-BENZ,SLK 350 #,DEUX PLACES,3.5,6,A7,Z,13.8,10.6,12.4,23,285,,
2006,MERCEDES-BENZ,SLK 350 #,DEUX PLACES,3.5,6,M6,Z,14.5,10.1,12.5,23,288,,
2006,MERCEDES-BENZ,SLK55 AMG #,DEUX PLACES,5.4,8,AS7,Z,16.7,11.5,14.4,20,331,,
2006,MERCEDES-BENZ,SLR #,DEUX PLACES,5.4,8,AS5,Z,19.6,14.1,17.1,17,393,,
2006,MINI,COOPER,MINICOMPACTE,1.6,4,AV,Z,10.3,7.5,9.1,31,209,,
2006,MINI,COOPER,MINICOMPACTE,1.6,4,M5,Z,9.7,7.1,8.5,33,196,,
2006,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.6,4,AV,Z,10.4,7.9,9.3,30,214,,
2006,MINI,COOPER CONVERTIBLE,MINICOMPACTE,1.6,4,M5,Z,9.9,7.3,8.7,32,200,,
2006,MINI,COOPER S,MINICOMPACTE,1.6,4,A6,Z,11.4,8.0,9.9,29,228,,
2006,MINI,COOPER S,MINICOMPACTE,1.6,4,M6,Z,10.9,8.0,9.6,29,221,,
2006,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,1.6,4,A6,Z,11.4,8.0,9.9,29,228,,
2006,MINI,COOPER S CONVERTIBLE,MINICOMPACTE,1.6,4,M6,Z,10.9,8.0,9.6,29,221,,
2006,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,2.4,4,AS4,X,11.9,9.0,10.6,27,244,,
2006,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,2.4,4,M5,X,11.8,8.6,10.4,27,239,,
2006,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,3.8,6,AS5,Z,13.8,9.1,11.7,24,269,,
2006,MITSUBISHI,ECLIPSE,SOUS-COMPACTE,3.8,6,M6,Z,14.9,9.6,12.5,23,288,,
2006,MITSUBISHI,ENDEAVOR,VUS,3.8,6,AS4,Z,15.1,11.0,13.2,21,304,,
2006,MITSUBISHI,ENDEAVOR AWD,VUS,3.8,6,AS4,Z,15.5,11.8,13.8,20,317,,
2006,MITSUBISHI,GALANT,INTERMÉDIAIRE,2.4,4,A4,X,11.8,8.7,10.4,27,239,,
2006,MITSUBISHI,GALANT,INTERMÉDIAIRE,3.8,6,AS4,Z,14.4,9.5,12.2,23,281,,
2006,MITSUBISHI,LANCER,COMPACTE,2.0,4,A4,X,10.8,8.3,9.7,29,223,,
2006,MITSUBISHI,LANCER,COMPACTE,2.0,4,M5,X,10.0,7.6,8.9,32,205,,
2006,MITSUBISHI,LANCER,COMPACTE,2.4,4,A4,X,11.8,8.7,10.4,27,239,,
2006,MITSUBISHI,LANCER,COMPACTE,2.4,4,M5,X,11.5,8.8,10.3,27,237,,
2006,MITSUBISHI,MONTERO 4X4,VUS,3.8,6,AS5,Z,17.9,13.6,16.0,18,368,,
2006,MITSUBISHI,OUTLANDER,VUS,2.4,4,AS4,X,12.5,9.7,11.2,25,258,,
2006,MITSUBISHI,OUTLANDER,VUS,2.4,4,M5,X,12.2,9.3,10.9,26,251,,
2006,MITSUBISHI,OUTLANDER AWD,VUS,2.4,4,AS4,X,13.0,10.2,11.7,24,269,,
2006,MITSUBISHI,OUTLANDER AWD,VUS,2.4,4,M5,X,12.8,9.6,11.3,25,260,,
2006,NISSAN,350Z,DEUX PLACES,3.5,6,AS5,Z,14.3,10.4,12.5,23,288,,
2006,NISSAN,350Z #,DEUX PLACES,3.5,6,M6,Z,13.8,10.3,12.2,23,281,,
2006,NISSAN,350Z ROADSTER,DEUX PLACES,3.5,6,AS5,Z,14.5,10.4,12.6,22,290,,
2006,NISSAN,350Z ROADSTER #,DEUX PLACES,3.5,6,M6,Z,14.0,10.4,12.4,23,285,,
2006,NISSAN,ALTIMA,INTERMÉDIAIRE,2.5,4,A4,X,11.4,8.7,10.2,28,235,,
2006,NISSAN,ALTIMA,INTERMÉDIAIRE,2.5,4,M5,X,11.2,8.2,9.8,29,225,,
2006,NISSAN,ALTIMA,INTERMÉDIAIRE,3.5,6,AS5,X,13.1,8.7,11.1,25,255,,
2006,NISSAN,ALTIMA,INTERMÉDIAIRE,3.5,6,M5,X,12.5,9.5,11.1,25,255,,
2006,NISSAN,ALTIMA,INTERMÉDIAIRE,3.5,6,M6,X,13.1,9.0,11.3,25,260,,
2006,NISSAN,ARMADA 4X4,VUS,5.6,8,A5,X,19.8,14.1,17.2,16,396,,
2006,NISSAN,FRONTIER,CAMIONNETTE - ORDINAIRE,2.5,4,A5,X,14.2,10.9,12.7,22,292,,
2006,NISSAN,FRONTIER,CAMIONNETTE - ORDINAIRE,2.5,4,M5,X,12.1,10.3,11.3,25,260,,
2006,NISSAN,FRONTIER V6,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.3,12.2,14.5,19,334,,
2006,NISSAN,FRONTIER V6,CAMIONNETTE - ORDINAIRE,4.0,6,M6,X,15.3,11.8,13.7,21,315,,
2006,NISSAN,FRONTIER V6 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,A5,X,16.9,12.6,15.0,19,345,,
2006,NISSAN,FRONTIER V6 4X4,CAMIONNETTE - ORDINAIRE,4.0,6,M6,X,15.6,12.2,14.1,20,324,,
2006,NISSAN,MAXIMA,INTERMÉDIAIRE,3.5,6,AS5,X,13.3,9.0,11.4,25,262,,
2006,NISSAN,MAXIMA,INTERMÉDIAIRE,3.5,6,M6,X,13.1,8.7,11.1,25,255,,
2006,NISSAN,MURANO,VUS,3.5,6,AV,X,13.2,10.2,11.8,24,271,,
2006,NISSAN,MURANO AWD,VUS,3.5,6,AV,X,13.6,10.5,12.2,23,281,,
2006,NISSAN,PATHFINDER 4X4,VUS,4.0,6,A5,X,17.4,12.5,15.2,19,350,,
2006,NISSAN,QUEST,FOURGONNETTE,3.5,6,A4,X,13.9,9.8,12.1,23,278,,
2006,NISSAN,QUEST,FOURGONNETTE,3.5,6,A5,X,14.6,10.1,12.5,23,288,,
2006,NISSAN,SENTRA,COMPACTE,1.8,4,A4,X,9.7,7.5,8.7,32,200,,
2006,NISSAN,SENTRA,COMPACTE,1.8,4,M5,X,9.7,7.3,8.6,33,198,,
2006,NISSAN,SENTRA,COMPACTE,2.5,4,A4,X,11.5,9.3,10.5,27,242,,
2006,NISSAN,SENTRA,COMPACTE,2.5,4,M6,X,11.6,8.7,10.3,27,237,,
2006,NISSAN,TITAN,CAMIONNETTE - ORDINAIRE,5.6,8,A5,X,18.7,13.6,16.4,17,377,,
2006,NISSAN,TITAN 4X4,CAMIONNETTE - ORDINAIRE,5.6,8,A5,X,19.3,13.9,16.9,17,389,,
2006,NISSAN,XTERRA 4X4,VUS,4.0,6,A5,X,16.7,12.2,14.7,19,338,,
2006,NISSAN,XTERRA 4X4,VUS,4.0,6,M6,X,15.6,12.2,14.1,20,324,,
2006,NISSAN,X-TRAIL,FAMILIALE - PETITE,2.5,4,A4,X,11.9,9.3,10.7,26,246,,
2006,NISSAN,X-TRAIL AWD,FAMILIALE - PETITE,2.5,4,A4,X,12.2,9.6,11.1,25,255,,
2006,NISSAN,X-TRAIL AWD,FAMILIALE - PETITE,2.5,4,M5,X,12.2,9.5,11.0,26,253,,
2006,PONTIAC,G6,COMPACTE,2.4,4,A4,X,11.4,7.6,9.7,29,223,,
2006,PONTIAC,G6,COMPACTE,3.5,6,A4,X,12.0,8.1,10.3,27,237,,
2006,PONTIAC,G6,COMPACTE,3.5,6,AS4,X,13.2,9.1,11.4,25,262,,
2006,PONTIAC,G6,COMPACTE,3.9,6,AS4,X,14.7,10.2,12.7,22,292,,
2006,PONTIAC,G6,COMPACTE,3.9,6,M6,X,14.9,9.0,12.3,23,283,,
2006,PONTIAC,G6 CONVERTIBLE,COMPACTE,3.5,6,AS4,X,14.2,9.6,12.1,23,278,,
2006,PONTIAC,G6 CONVERTIBLE,COMPACTE,3.9,6,AS4,X,14.7,10.2,12.7,22,292,,
2006,PONTIAC,GRAND PRIX,INTERMÉDIAIRE,3.8,6,A4,X,13.3,8.5,11.1,25,255,,
2006,PONTIAC,GRAND PRIX,INTERMÉDIAIRE,5.3,8,AS4,Z,14.5,9.4,12.2,23,281,,
2006,PONTIAC,GRAND PRIX #,INTERMÉDIAIRE,3.8,6,A4,X,14.2,9.0,11.8,24,271,,
2006,PONTIAC,GRAND PRIX #,INTERMÉDIAIRE,3.8,6,AS4,X,14.3,9.1,12.0,24,276,,
2006,PONTIAC,MONTANA SV6,FOURGONNETTE,3.5,6,A4,X,14.5,10.3,12.6,22,290,,
2006,PONTIAC,MONTANA SV6,FOURGONNETTE,3.9,6,A4,X,14.7,10.1,12.6,22,290,,
2006,PONTIAC,MONTANA SV6 AWD,FOURGONNETTE,3.5,6,A4,X,15.4,11.2,13.5,21,311,,
2006,PONTIAC,PURSUIT,SOUS-COMPACTE,2.2,4,A4,X,10.9,8.0,9.6,29,221,,
2006,PONTIAC,PURSUIT,SOUS-COMPACTE,2.2,4,M5,X,10.9,7.3,9.3,30,214,,
2006,PONTIAC,PURSUIT,SOUS-COMPACTE,2.4,4,A4,Z,10.6,7.9,9.4,30,216,,
2006,PONTIAC,PURSUIT,SOUS-COMPACTE,2.4,4,M5,Z,10.8,7.5,9.3,30,214,,
2006,PONTIAC,SOLSTICE,DEUX PLACES,2.4,4,M5,Z,13.4,9.0,11.4,25,262,,
2006,PONTIAC,TORRENT,VUS,3.4,6,A5,X,14.2,10.1,12.3,23,283,,
2006,PONTIAC,TORRENT AWD,VUS,3.4,6,A5,X,14.7,10.6,12.9,22,297,,
2006,PONTIAC,VIBE,FAMILIALE - PETITE,1.8,4,A4,X,9.5,7.5,8.6,33,198,,
2006,PONTIAC,VIBE,FAMILIALE - PETITE,1.8,4,M5,X,9.2,7.1,8.2,34,189,,
2006,PONTIAC,VIBE AWD,FAMILIALE - PETITE,1.8,4,A4,X,10.5,8.2,9.5,30,219,,
2006,PONTIAC,VIBE GT,FAMILIALE - PETITE,1.8,4,M6,Z,10.5,8.0,9.4,30,216,,
2006,PONTIAC,WAVE,SOUS-COMPACTE,1.6,4,A4,X,11.1,7.5,9.5,30,219,,
2006,PONTIAC,WAVE,SOUS-COMPACTE,1.6,4,M5,X,10.4,7.4,9.1,31,209,,
2006,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,AS5,Z,14.3,9.8,12.3,23,283,,
2006,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,M5,Z,13.3,8.8,11.3,25,260,,
2006,PORSCHE,BOXSTER,DEUX PLACES,2.7,6,M6,Z,13.1,9.0,11.3,25,260,,
2006,PORSCHE,BOXSTER S,DEUX PLACES,3.2,6,AS5,Z,14.5,9.6,12.3,23,283,,
2006,PORSCHE,BOXSTER S,DEUX PLACES,3.2,6,M6,Z,13.7,9.5,11.8,24,271,,
2006,PORSCHE,CARRERA 2 CABRIOLET,MINICOMPACTE,3.6,6,AS5,Z,14.0,9.7,12.1,23,278,,
2006,PORSCHE,CARRERA 2 CABRIOLET,MINICOMPACTE,3.6,6,M6,Z,14.4,9.8,12.3,23,283,,
2006,PORSCHE,CARRERA 2 COUPE,MINICOMPACTE,3.6,6,AS5,Z,14.0,9.7,12.1,23,278,,
2006,PORSCHE,CARRERA 2 COUPE,MINICOMPACTE,3.6,6,M6,Z,14.4,9.8,12.3,23,283,,
2006,PORSCHE,CARRERA 2S CABRIOLET,MINICOMPACTE,3.8,6,AS5,Z,14.3,10.1,12.4,23,285,,
2006,PORSCHE,CARRERA 2S CABRIOLET,MINICOMPACTE,3.8,6,M6,Z,14.7,9.9,12.5,23,288,,
2006,PORSCHE,CARRERA 2S COUPE,MINICOMPACTE,3.8,6,AS5,Z,14.3,10.1,12.4,23,285,,
2006,PORSCHE,CARRERA 2S COUPE,MINICOMPACTE,3.8,6,M6,Z,14.7,9.9,12.5,23,288,,
2006,PORSCHE,CARRERA 4 CABRIOLET,MINICOMPACTE,3.6,6,AS5,Z,14.7,9.9,12.5,23,288,,
2006,PORSCHE,CARRERA 4 CABRIOLET,MINICOMPACTE,3.6,6,M6,Z,14.5,9.9,12.4,23,285,,
2006,PORSCHE,CARRERA 4 COUPE,MINICOMPACTE,3.6,6,AS5,Z,14.6,9.9,12.5,23,288,,
2006,PORSCHE,CARRERA 4 COUPE,MINICOMPACTE,3.6,6,M6,Z,14.5,9.9,12.4,23,285,,
2006,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACTE,3.8,6,AS5,Z,14.6,10.3,12.6,22,290,,
2006,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACTE,3.8,6,M6,Z,15.2,10.3,13.0,22,299,,
2006,PORSCHE,CARRERA 4S COUPE,MINICOMPACTE,3.8,6,AS5,Z,14.4,10.3,12.5,23,288,,
2006,PORSCHE,CARRERA 4S COUPE,MINICOMPACTE,3.8,6,M6,Z,15.2,10.3,13.0,22,299,,
2006,PORSCHE,CARRERA GT,DEUX PLACES,5.7,10,M6,Z,24.9,16.0,20.9,14,481,,
2006,PORSCHE,CAYENNE,VUS,3.2,6,AS6,Z,17.3,13.1,15.5,18,357,,
2006,PORSCHE,CAYENNE,VUS,3.2,6,M6,Z,17.9,12.7,15.5,18,357,,
2006,PORSCHE,CAYENNE S,VUS,4.5,8,AS6,Z,18.9,13.7,16.6,17,382,,
2006,PORSCHE,CAYENNE TURBO,VUS,4.5,8,AS6,Z,20.2,13.7,17.3,16,398,,
2006,PORSCHE,CAYENNE TURBO KIT,VUS,4.5,8,AS6,Z,20.2,13.7,17.3,16,398,,
2006,ROLLS-ROYCE,PHANTOM,INTERMÉDIAIRE,6.7,12,A6,Z,20.7,13.6,17.5,16,403,,
2006,SAAB,9-2X WAGON AWD,FAMILIALE - PETITE,2.5,4,A4,X,12.1,9.4,10.9,26,251,,
2006,SAAB,9-2X WAGON AWD,FAMILIALE - PETITE,2.5,4,M5,X,12.1,8.9,10.7,26,246,,
2006,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.0,4,AS5,Z,13.9,9.5,11.9,24,274,,
2006,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.0,4,M5,Z,12.7,8.9,11.0,26,253,,
2006,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.8,6,AS6,Z,16.1,9.7,13.2,21,304,,
2006,SAAB,9-3 CONVERTIBLE TURBO,SOUS-COMPACTE,2.8,6,M6,Z,14.8,9.1,12.2,23,281,,
2006,SAAB,9-3 SPORT TURBO,COMPACTE,2.0,4,AS5,Z,12.2,8.2,10.4,27,239,,
2006,SAAB,9-3 SPORT TURBO,COMPACTE,2.0,4,M5,Z,12.0,8.3,10.4,27,239,,
2006,SAAB,9-3 SPORT TURBO,COMPACTE,2.8,6,AS6,Z,16.1,9.7,13.2,21,304,,
2006,SAAB,9-3 SPORT TURBO,COMPACTE,2.8,6,M6,Z,14.8,9.1,12.2,23,281,,
2006,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.0,4,AS5,Z,12.2,8.2,10.4,27,239,,
2006,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.0,4,M5,Z,12.0,8.3,10.4,27,239,,
2006,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.8,6,AS6,Z,16.1,9.7,13.2,21,304,,
2006,SAAB,9-3 SPORTCOMBI TURBO,FAMILIALE - PETITE,2.8,6,M6,Z,14.8,9.1,12.2,23,281,,
2006,SAAB,9-5 SEDAN,INTERMÉDIAIRE,2.3,4,AS5,Z,14.9,9.8,12.6,22,290,,
2006,SAAB,9-5 SEDAN,INTERMÉDIAIRE,2.3,4,M5,Z,12.8,8.7,10.9,26,251,,
2006,SAAB,9-5 WAGON,FAMILIALE - INTERMÉDIAIRE,2.3,4,AS5,Z,14.9,9.8,12.6,22,290,,
2006,SAAB,9-5 WAGON,FAMILIALE - INTERMÉDIAIRE,2.3,4,M5,Z,12.8,8.7,10.9,26,251,,
2006,SAAB,9-7X AWD,VUS,4.2,6,A4,X,17.6,12.9,15.5,18,357,,
2006,SAAB,9-7X AWD,VUS,5.3,8,A4,X,17.1,12.0,14.8,19,340,,
2006,SATURN,ION,SOUS-COMPACTE,2.0,4,M5,Z,11.5,8.7,10.2,28,235,,
2006,SATURN,ION,SOUS-COMPACTE,2.2,4,A4,X,10.9,8.0,9.6,29,221,,
2006,SATURN,ION,SOUS-COMPACTE,2.2,4,M5,X,10.9,7.3,9.3,30,214,,
2006,SATURN,ION,SOUS-COMPACTE,2.4,4,A4,Z,10.6,7.9,9.4,30,216,,
2006,SATURN,ION,SOUS-COMPACTE,2.4,4,M5,Z,10.8,7.5,9.3,30,214,,
2006,SATURN,RELAY,FOURGONNETTE,3.5,6,A4,X,14.5,10.3,12.6,22,290,,
2006,SATURN,RELAY,FOURGONNETTE,3.9,6,A4,X,14.7,10.1,12.6,22,290,,
2006,SATURN,RELAY AWD,FOURGONNETTE,3.5,6,A4,X,15.4,11.2,13.5,21,311,,
2006,SATURN,VUE,VUS,2.2,4,A4,X,11.5,8.5,10.1,28,232,,
2006,SATURN,VUE,VUS,2.2,4,M5,X,11.5,7.6,9.8,29,225,,
2006,SATURN,VUE,VUS,3.5,6,A5,X,13.4,9.3,11.5,25,265,,
2006,SATURN,VUE AWD,VUS,3.5,6,A5,X,14.2,9.9,12.3,23,283,,
2006,SMART,FORTWO CDI,DEUX PLACES,0.8,3,M6,D,5.7,4.7,5.2,54,140,,
2006,SMART,FORTWO CDI CABRIOLET,DEUX PLACES,0.8,3,M6,D,5.7,4.7,5.2,54,140,,
2006,SUBARU,B9 TRIBECA AWD,VUS,3.0,6,AS5,Z,14.9,11.2,13.2,21,304,,
2006,SUBARU,BAJA SPORT AWD,VUS,2.5,4,A4,X,12.5,9.3,11.0,26,253,,
2006,SUBARU,BAJA SPORT AWD,VUS,2.5,4,M5,X,11.7,9.0,10.5,27,242,,
2006,SUBARU,FORESTER 2.5X AWD,VUS,2.5,4,A4,X,11.8,9.3,10.7,26,246,,
2006,SUBARU,FORESTER 2.5X AWD,VUS,2.5,4,M5,X,12.1,8.9,10.7,26,246,,
2006,SUBARU,FORESTER 2.5XS AWD,VUS,2.5,4,A4,X,11.8,9.3,10.7,26,246,,
2006,SUBARU,FORESTER 2.5XS AWD,VUS,2.5,4,M5,X,12.1,8.9,10.7,26,246,,
2006,SUBARU,FORESTER 2.5XT AWD,VUS,2.5,4,A4,Z,12.9,10.1,11.6,24,267,,
2006,SUBARU,FORESTER 2.5XT AWD,VUS,2.5,4,M5,Z,13.5,9.8,11.9,24,274,,
2006,SUBARU,IMPREZA 2.5i SEDAN/WAGON AWD,SOUS-COMPACTE,2.5,4,A4,X,11.8,9.3,10.7,26,246,,
2006,SUBARU,IMPREZA 2.5i SEDAN/WAGON AWD,SOUS-COMPACTE,2.5,4,M5,X,12.1,8.9,10.7,26,246,,
2006,SUBARU,IMPREZA WAGON AWD,FAMILIALE - PETITE,2.5,4,A4,X,11.8,9.3,10.7,26,246,,
